prodcut_id,pruduct_name,hargaa,stcok,katgori
PRD110058,Susu Indomilk Sachet,1500,30,Minuman
PRD110059,Margarin Forvita 200g,7000,89,Sembako
PRD110060,Gula Pasir Gulaku 1kg,Rp 16000,6,Sembako
PRD110061,Indomie Kuah Soto,,67,Makanan
PRD110062,Sabun Nuvo Biru,3500.00,30,
PRD110063,Coca Cola Botol 390ml,5000,91,Minuman
PRD110064,Kopi Nescafe Classic,5000.00,70,Minuman
PRD110065,Popok MamyPoko Pants M,55000.00,85,Perawatan Bayi
PRD110066,Obat Nyamuk Hit Spray,35000,5,Lainnya
,Obat Nyamuk Hit Spray,35000,,Lainnya
PRD110068,Obat Nyamuk Hit Spray,35000,66,Lainnya
PRD110069,Indomie Kuah Soto,Rp 2.800,79,
PRD110070,Teh Celup Sosro,Rp 7000,16,Minuman
PRD110071,Susu Indomilk Sachet,1500,23,Minuman
PRD110072,Mie Sedap Goreng,2900,3,Makanan
PRD110073,Aqua Galon,21000,76,Minuman
PRD110074,Gula Curah 1kg,Rp 15.000,98,Sembako
PRD110075,Sabun Cuci Piring Sunlight 460ml,11000.00,-93,Pembersih
PRD110076,Pasta Gigi Pepsodent 190g,Rp 12.500,81,Perawatan Pribadi
PRD110077,Rokok Marlboro Merah,38000,-50,Rokok
PRD110078,Kopi Nescafe Classic,5000,-57,Minuman
PRD110079,Minyak Filma 2L,Rp 34.000,87,Sembako
PRD110080,Margarin Blue Band 200g,Rp 9.500,93,Sembako
PRD110081,Aqua Galon,21000.00,-68,Minuman
PRD110082,Indomie Kuah Ayam Bawang,2800.00,50.0,Makanan
PRD110083,,Rp 1.500,83,Perawatan Pribadi
PRD110084,Sabun Mandi Dettol,5000.00,71,
PRD110085,Beras Rojolele 5kg,Rp 67.000,3,Sembako
PRD110086,Mie Sedap Goreng,2900,10,Makanan
PRD110087,Pembalut Laurier Relax Night,,86,Perawatan Pribadi
PRD110088,Susu Frisian Flag Sachet,1500,75,
PRD110089,Indomie Kuah Ayam Bawang,Rp 2800,81.0,Makanan
PRD110090,Susu Indomilk Sachet,Rp 1500,,Minuman
PRD110091,Deterjen Attack Jaz1 800g,19000,8,Pembersih
PRD110092,Shampo Clear Sachet,1500,84,Perawatan Pribadi
PRD110093,Baterai Alkalin AA (2 pcs),15000,53,Lainnya
PRD110094,Aqua Gelas 240ml,Rp 1000,-3,Minuman
PRD110095,Le Minerale 600ml,3500.00,-42,Minuman
PRD110096,Sabun Nuvo Biru,Rp 3500,95,Perawatan Pribadi
PRD110097,Indomie Goreng,Rp 3.000,11,Makanan
PRD110098,Sabun Cuci Piring Sunlight 460ml,Rp 11.000,57,Pembersih
PRD110099,Shampo Lifebuoy Sachet,Rp 1000,67,Perawatan Pribadi
PRD110100,,Rp 9500,37,Bumbu
PRD110101,Tepung Terigu Segitiga Biru 1kg,13000,33,Sembako
PRD110102,Gula Curah 1kg,Rp 15000,26,Sembako
PRD110103,,10500.00,96,Minuman
PRD110104,Sikat Gigi Formula,6000.00,68,
PRD110105,Kopi ABC Susu,1500.00,15,Minuman
PRD110106,Susu Frisian Flag Sachet,1500.00,45,Minuman
PRD110107,Teh Celup Sosro,7000,30,Minuman
PRD110108,Susu Indomilk Sachet, 1500 ,61,
PRD110109,Teh Celup Sosro,7000,32,Minuman
PRD110110,Sabun Lux Mawar,Rp 4.500,62,Perawatan Pribadi
PRD110111,Susu Bear Brand,10500,34,Minuman
,Tepung Tapioka Rose Brand 500g,8000,80,Sembako
PRD110113,Tisu Tessa 250s, 17000 ,9,Lainnya
PRD110114,Baterai ABC Sedang (2 pcs),Rp 10000,55,Lainnya
PRD110115,Shampo Lifebuoy Sachet,Rp 1000,48,Perawatan Pribadi
PRD110116,Kecap Bango Pouch 220ml,Rp 11000,87,Bumbu
PRD110117,Susu Dancow Sachet,Rp 3.500,3,Minuman
PRD110118,Rokok Marlboro Merah,38000.00,0,Rokok
PRD110119,Tepung Terigu Segitiga Biru 1kg,13000.00,-9,Sembako
PRD110120,Shampo Clear Sachet, 1500 ,75,Perawatan Pribadi
PRD110121,Kopi Luwak White Koffie, 2000 ,40,Minuman
PRD110122,,Rp 9500,68,Sembako
PRD110123,Sabun Mandi Dettol, 5000 ,71,Perawatan Pribadi
PRD110124,Tepung Terigu Segitiga Biru 1kg, 13000 ,67,Sembako
PRD110125,Aqua Botol 600ml,Rp 3500,19,Minuman
PRD110126,Susu Indomilk Sachet,Rp 1500,22,Minuman
PRD110127,Sabun Lux Mawar,,13,Perawatan Pribadi
PRD110128,Margarin Forvita 200g,7000.00,6,Sembako
PRD110129,Gula Curah 1kg,,-40,Sembako
PRD110130,Teh Pucuk Harum 350ml,4000.00,74,Minuman
,Susu Frisian Flag Sachet,Rp 1500,96,Minuman
PRD110132,Kecap Bango Pouch 220ml,Rp 11000,,Bumbu
PRD110133,Saus Sambal Indofood 340ml,Rp 14500,8,Bumbu
PRD110134,Susu Dancow Sachet,3500,82,Minuman
PRD110135,Baterai ABC Sedang (2 pcs),10000,56,Lainnya
PRD110136,Rokok Gudang Garam Filter,23000,33,Rokok
,,10000,67,Lainnya
PRD110138,Kecap Bango Pouch 220ml,Rp 11.000,15,Bumbu
PRD110139,Indomie Goreng,3000.00,63,Makanan
PRD110140,Rokok Surya 16,Rp 31000,-19,Rokok
PRD110141,,15000,30,Lainnya
PRD110142,Kopi Nescafe Classic,Rp 5000,-11,Minuman
PRD110143,Pasta Gigi Pepsodent 190g,Rp 12500,-89,Perawatan Pribadi
PRD110144,Kopi Nescafe Classic,5000.00,89,Minuman
PRD110145,Pasta Gigi Ciptadent 190g,Rp 10000,11,Perawatan Pribadi
PRD110146,Shampo Pantene Sachet, 1500 ,73,Perawatan Pribadi
PRD110147,Shampo Sunsilk Sachet,Rp 1500,99,Perawatan Pribadi
PRD110148,Obat Nyamuk Baygon Bakar,6000,-31,Lainnya
PRD110149,Garam Kapal 250g,3000.00,72,Bumbu
PRD110150,Gula Curah 1kg,15000,41,Sembako
PRD110151,Pasta Gigi Pepsodent 190g,12500.00,72,Perawatan Pribadi
PRD110152,Tepung Terigu Segitiga Biru 1kg,13000,31,Sembako
PRD110153,Margarin Blue Band 200g,9500,73,Sembako
PRD110154,Bumbu Racik Indofood Sayur Asem,2500,42,Bumbu
PRD110155,Tepung Tapioka Rose Brand 500g,Rp 8000,99.0,
PRD110156,Indomie Kuah Ayam Bawang,2800.00,48,Makanan
PRD110157,Aqua Galon,21000.00,83,Minuman
PRD110158,Minyak Bimoli 2L,35000,78,Sembako
PRD110159,Aqua Galon, 21000 ,18,Minuman
PRD110160,Le Minerale 600ml,Rp 3500,15,Minuman
PRD110161,Shampo Pantene Sachet,Rp 1500,16,Perawatan Pribadi
PRD110162,Susu Dancow Sachet,Rp 3.500,29,Minuman
PRD110163,Mie Sedap Goreng,2900.00,72,Makanan
PRD110164,Pembalut Charm Cooling Fresh,18000,98,Perawatan Pribadi
PRD110165,Shampo Clear Sachet,Rp 1500,,Perawatan Pribadi
PRD110166,Pembalut Laurier Relax Night,20000,,Perawatan Pribadi
PRD110167,Sabun Lux Mawar,4500.00,49.0,Perawatan Pribadi
,Kopi Kapal Api Sachet,Rp 1.500,98,Minuman
PRD110169,Susu Frisian Flag Sachet,1500.00,,Minuman
PRD110170,Rokok Marlboro Merah,Rp 38000,27,
PRD110171,Garam Refina 250g,3500.00,49,Bumbu
PRD110172,Aqua Galon,Rp 21000,22,Minuman
PRD110173,Tisu Tessa 250s,17000.00,9,Lainnya
PRD110174,Shampo Clear Sachet,Rp 1.500,41,Perawatan Pribadi
PRD110175,Sabun Cuci Piring Mama Lemon 400ml, 9500 ,96.0,Pembersih
PRD110176,Kecap ABC Pouch 220ml,Rp 9.500,,Bumbu
,Tisu Paseo 250s,Rp 18500,35,Lainnya
PRD110178,Bumbu Racik Indofood Nasi Goreng,,-13,Bumbu
PRD110179,Teh Celup Sosro,7000,-1,Minuman
PRD110180,Saus Sambal Indofood 340ml,14500.00,-43,Bumbu
PRD110181,Coca Cola Botol 390ml,5000,,Minuman
PRD110182,Saus Sambal Indofood 340ml,14500,-53,Bumbu
PRD110183,Sprite Botol 390ml, 5000 ,44,Minuman
PRD110184,Aqua Galon,21000,91,Minuman
PRD110185,Coca Cola Botol 390ml,,33,Minuman
PRD110186,Margarin Blue Band 200g,9500.00,,Sembako
PRD110187,,17000.00,15,Lainnya
PRD110188,Indomie Goreng,3000,12,Makanan
PRD110189,Sprite Botol 390ml,Rp 5.000,81,Minuman
PRD110190,Coca Cola Botol 390ml,5000,72,Minuman
PRD110191,Tisu Tessa 250s,Rp 17000,20,Lainnya
PRD110192,Pasta Gigi Ciptadent 190g,Rp 10.000,67,Perawatan Pribadi
PRD110193,Saus Sambal Indofood 340ml,14500.00,8,Bumbu
PRD110194,Sabun Mandi Dettol,5000,20,Perawatan Pribadi
PRD110195,Rokok Djarum Super, 22000 ,79,Rokok
PRD110196,,20000,18,Perawatan Pribadi
PRD110197,,10000.00,75,Perawatan Pribadi
,Kopi Nescafe Classic,Rp 5.000,81,Minuman
PRD110199,Kopi Torabika Susu,Rp 1500,15.0,Minuman
PRD110200,Sabun Cuci Piring Sunlight 460ml,11000.00,82.0,Pembersih
,Baterai ABC Sedang (2 pcs), 10000 ,-66,Lainnya
PRD110202,Mie Sedap Goreng,Rp 2900,31,Makanan
PRD110203,Kecap ABC Pouch 220ml,9500.00,48,Bumbu
PRD110204,Minyak Curah 1L,Rp 16.000,98,Sembako
PRD110205,Teh Celup Sosro,Rp 7000,65,Minuman
PRD110206,Tepung Tapioka Rose Brand 500g,Rp 8000,42,Sembako
PRD110207,Beras Rojolele 5kg,,65,Sembako
PRD110208,Shampo Lifebuoy Sachet, 1000 ,13,Perawatan Pribadi
PRD110209,Margarin Forvita 200g, 7000 ,2,Sembako
PRD110210,Beras Pandan Wangi 5kg,Rp 70000,94,Sembako
PRD110211,Coca Cola Botol 390ml, 5000 ,38,Minuman
PRD110212,Beras Rojolele 5kg,67000,100,Sembako
PRD110213,Sprite Botol 390ml,5000,12,Minuman
PRD110214,,38000,66,Rokok
PRD110215,Kecap Bango Pouch 220ml,Rp 11.000,2,Bumbu
PRD110216,Saus Sambal ABC 340ml,Rp 15.000,32.0,Bumbu
PRD110217,,30000,44,
PRD110218,Bumbu Racik Indofood Nasi Goreng, 2500 ,15.0,Bumbu
PRD110219,,12500,,Perawatan Pribadi
PRD110220,Tepung Terigu Segitiga Biru 1kg,Rp 13.000,21,Sembako
PRD110221,Aqua Galon,21000.00,46,
PRD110222,Susu Dancow Sachet,Rp 3.500,58,Minuman
PRD110223,Kopi Kapal Api Sachet,1500,18,Minuman
PRD110224,Saus Sambal ABC 340ml, 15000 ,-10,Bumbu
PRD110225,Beras Pandan Wangi 5kg,70000.00,81,Sembako
PRD110226,Deterjen Rinso Anti Noda 700g,Rp 22.000,0,Pembersih
PRD110227,Pembalut Laurier Relax Night,Rp 20.000,72,Perawatan Pribadi
PRD110228,Aqua Galon,Rp 21000,40,Minuman
PRD110229,Kecap Bango Pouch 220ml,11000,85,Bumbu
PRD110230,Kecap Bango Pouch 220ml,11000.00,63,Bumbu
PRD110231,Teh Pucuk Harum 350ml,Rp 4.000,42,Minuman
PRD110232,Popok MamyPoko Pants M,55000.00,90,Perawatan Bayi
PRD110233,Deterjen Attack Jaz1 800g,19000,25,Pembersih
PRD110234,Aqua Gelas 240ml,Rp 1000,6,Minuman
PRD110235,Obat Nyamuk Hit Spray, 35000 ,90,Lainnya
PRD110236,Fanta Merah 390ml,Rp 5.000,65,Minuman
PRD110237,Fanta Merah 390ml, 5000 ,67,Minuman
PRD110238,Deterjen Rinso Anti Noda 700g, 22000 ,23,Pembersih
PRD110239,Pembersih Lantai Wipol 750ml,,,Pembersih
PRD110240,Pembalut Laurier Relax Night,20000,59,Perawatan Pribadi
PRD110241,Kopi Luwak White Koffie,Rp 2.000,75,Minuman
PRD110242,Deterjen Attack Jaz1 800g,,39,Pembersih
PRD110243,Baterai ABC Sedang (2 pcs),10000.00,73,Lainnya
PRD110244,Beras Ramos 5kg,Rp 65000,36,Sembako
PRD110245,Pembalut Laurier Relax Night,20000,61,Perawatan Pribadi
PRD110246,Teh Pucuk Harum 350ml,Rp 4.000,61,Minuman
PRD110247,Deterjen Rinso Anti Noda 700g,22000,25,Pembersih
PRD110248,Rokok Gudang Garam Filter,Rp 23000,27.0,Rokok
PRD110249,Sabun Cuci Piring Sunlight 460ml, 11000 ,-72,Pembersih
PRD110250,Gula Pasir Gulaku 1kg, 16000 ,53,Sembako
PRD110251,Beras Pandan Wangi 5kg,Rp 70000,92,Sembako
PRD110252,Pembersih Lantai Wipol 750ml,18000.00,39,Pembersih
PRD110253,Teh Sariwangi Celup,Rp 6500,38,
PRD110254,Deterjen Attack Jaz1 800g,19000,17,Pembersih
PRD110255,Gula Curah 1kg,Rp 15000,,Sembako
PRD110256,Pasta Gigi Ciptadent 190g,Rp 10.000,-72,Perawatan Pribadi
PRD110257,Kopi Nescafe Classic,5000,59,Minuman
PRD110258,Obat Nyamuk Baygon Bakar,Rp 6000,12,
PRD110259,Mie Sedap Goreng, 2900 ,0,Makanan
PRD110260,Susu Indomilk Sachet,1500,84,Minuman
PRD110261,Saus Sambal Indofood 340ml,Rp 14.500,87,Bumbu
PRD110262,Margarin Forvita 200g,Rp 7.000,34,Sembako
PRD110263,Kopi ABC Susu,1500.00,81,Minuman
PRD110264,Deterjen Daia 850g,18500,-28,Pembersih
PRD110265,Baterai ABC Sedang (2 pcs),Rp 10.000,-59,Lainnya
PRD110266,Saus Sambal ABC 340ml,15000,19,Bumbu
PRD110267,Popok Sweety Bronze Pants L,48000,-97,Perawatan Bayi
PRD110268,Baterai ABC Sedang (2 pcs),Rp 10000,35,Lainnya
PRD110269,Sabun Cuci Piring Mama Lemon 400ml,9500,61,Pembersih
PRD110270,Deterjen Daia 850g, 18500 ,46,Pembersih
PRD110271,Pembersih Lantai Wipol 750ml,18000,28,Pembersih
PRD110272,Kecap Bango Pouch 220ml,Rp 11.000,54,Bumbu
PRD110273,Beras Rojolele 5kg,67000,73,Sembako
PRD110274,Bumbu Racik Indofood Nasi Goreng, 2500 ,48,Bumbu
PRD110275,,Rp 11000,44,Pembersih
PRD110276,Shampo Pantene Sachet,Rp 1500,13,Perawatan Pribadi
PRD110277,Margarin Blue Band 200g,9500,76,Sembako
PRD110278,Indomie Goreng,3000,88,Makanan
PRD110279,Beras Ramos 5kg,,2.0,Sembako
PRD110280,Pembalut Charm Cooling Fresh,18000,42,Perawatan Pribadi
PRD110281,Sikat Gigi Formula,6000,35.0,Perawatan Pribadi
PRD110282,Teh Pucuk Harum 350ml,Rp 4000,,Minuman
PRD110283,, 3000 ,28,Lainnya
PRD110284,Sabun Cuci Piring Sunlight 460ml,Rp 11000,46,Pembersih
PRD110285,Margarin Forvita 200g,Rp 7.000,25,Sembako
PRD110286,Sikat Gigi Formula,6000.00,54,Perawatan Pribadi
PRD110287,Aqua Gelas 240ml,1000.00,48,Minuman
PRD110288,,Rp 70000,22,Sembako
PRD110289,Sabun Lux Mawar,Rp 4500,99,Perawatan Pribadi
PRD110290,Le Minerale 600ml,Rp 3500,36.0,Minuman
PRD110291,Coca Cola Botol 390ml,5000,80,Minuman
PRD110292,Obat Nyamuk Hit Spray,35000.00,61,Lainnya
PRD110293,Kecap ABC Pouch 220ml,9500,27.0,Bumbu
PRD110294,Teh Pucuk Harum 350ml,Rp 4000,3,Minuman
PRD110295,Susu Dancow Sachet,Rp 3500,43,Minuman
PRD110296,Sabun Cuci Piring Mama Lemon 400ml,Rp 9500,24,Pembersih
PRD110297,Kopi Luwak White Koffie,Rp 2000,88,Minuman
PRD110298,Popok Sweety Bronze Pants L,Rp 48000,50,Perawatan Bayi
PRD110299,Kopi Kapal Api Sachet,Rp 1.500,16,Minuman
PRD110300,Saus Sambal ABC 340ml,Rp 15.000,50,Bumbu
PRD110301,Susu Frisian Flag Sachet,1500.00,21,Minuman
PRD110302,Obat Nyamuk Hit Spray, 35000 ,99.0,Lainnya
PRD110303,,,41,Minuman
PRD110304,Kopi Nescafe Classic,5000.00,43,Minuman
PRD110305,Minyak Bimoli 2L,Rp 35000,54,Sembako
PRD110306,Deterjen Rinso Anti Noda 700g, 22000 ,34,Pembersih
PRD110307,Rokok Djarum Super,22000.00,57,Rokok
PRD110308,, 34000 ,63,Sembako
PRD110309,Pembersih Lantai Wipol 750ml,18000.00,45,Pembersih
PRD110310,Teh Celup Sosro,7000,68,Minuman
PRD110311,Susu Indomilk Sachet,1500.00,93,Minuman
PRD110312,Beras Ramos 5kg,65000,-92,Sembako
PRD110313,,18500,36,Pembersih
,Coca Cola Botol 390ml,5000,10,Minuman
PRD110315,Sprite Botol 390ml,5000.00,18,Minuman
PRD110316,Shampo Pantene Sachet,Rp 1500,46,Perawatan Pribadi
PRD110317,Sabun Lux Mawar,,58,Perawatan Pribadi
PRD110318,Margarin Blue Band 200g,9500,60,Sembako
PRD110319,Tepung Tapioka Rose Brand 500g,Rp 8.000,57,Sembako
PRD110320,Indomie Kuah Soto,2800.00,15,Makanan
PRD110321,Kecap Bango Pouch 220ml,Rp 11000,50,Bumbu
PRD110322,Sabun Cuci Piring Sunlight 460ml,11000,59,Pembersih
PRD110323,Fanta Merah 390ml,Rp 5.000,3,Minuman
PRD110324,Shampo Clear Sachet,1500,-87,Perawatan Pribadi
PRD110325,,2500,22,Bumbu
PRD110326,Saus Sambal Indofood 340ml,Rp 14.500,30,
PRD110327,Teh Sariwangi Celup,6500.00,20.0,Minuman
PRD110328,Rokok Gudang Garam Filter,Rp 23.000,-99,Rokok
PRD110329,Obat Nyamuk Baygon Bakar,6000.00,84,Lainnya
PRD110330,Kopi Luwak White Koffie,2000.00,40,Minuman
PRD110331,Garam Refina 250g,3500,-50,Bumbu
PRD110332,Susu Dancow Sachet,3500.00,57.0,Minuman
PRD110333,Deterjen Daia 850g,Rp 18500,27,Pembersih
PRD110334,Rokok Sampoerna Mild, 30000 ,15,Rokok
PRD110335,Indomie Goreng,,20,Makanan
PRD110336,Beras Pandan Wangi 5kg,70000.00,8,Sembako
PRD110337,Sabun Lux Mawar,Rp 4500,64,Perawatan Pribadi
PRD110338,Obat Nyamuk Baygon Bakar,Rp 6000,50,Lainnya
PRD110339,Sprite Botol 390ml,5000.00,1,Minuman
PRD110340,Shampo Lifebuoy Sachet,Rp 1000,89,Perawatan Pribadi
PRD110341,Shampo Sunsilk Sachet,Rp 1.500,42,Perawatan Pribadi
PRD110342,Fanta Merah 390ml,Rp 5.000,98,Minuman
PRD110343,Coca Cola Botol 390ml,Rp 5.000,,Minuman
PRD110344,Shampo Sunsilk Sachet, 1500 ,92,Perawatan Pribadi
PRD110345,Rokok Surya 16,31000.00,11,Rokok
PRD110346,Sabun Nuvo Biru, 3500 ,53,Perawatan Pribadi
PRD110347,Sabun Cuci Piring Mama Lemon 400ml,Rp 9500,10,Pembersih
,Indomie Kuah Ayam Bawang,2800.00,96,Makanan
PRD110349,Susu Indomilk Sachet,1500,,
PRD110350,Kopi ABC Susu,1500.00,14,Minuman
PRD110351,Beras Ramos 5kg,Rp 65.000,49,Sembako
PRD110352,Teh Pucuk Harum 350ml,4000.00,67,Minuman
,Kopi Nescafe Classic,5000.00,67,Minuman
PRD110354,Kopi ABC Susu,Rp 1.500,16.0,Minuman
PRD110355,Minyak Bimoli 2L, 35000 ,76,
PRD110356,Minyak Curah 1L,16000,32,Sembako
PRD110357,Fanta Merah 390ml,,56,Minuman
PRD110358,Kecap Bango Pouch 220ml,Rp 11000,24,Bumbu
PRD110359,Sabun Lifebuoy Merah,Rp 4000,87,Perawatan Pribadi
PRD110360,Kapur Barus Bagus,Rp 15000,98,Lainnya
,Saus Sambal ABC 340ml,,88,Bumbu
PRD110362,Kapur Barus Bagus,15000,42,Lainnya
PRD110363,Beras Ramos 5kg, 65000 ,96,Sembako
PRD110364,Minyak Filma 2L,34000.00,46,Sembako
PRD110365,Baterai ABC Sedang (2 pcs),Rp 10000,76.0,Lainnya
PRD110366,Kopi ABC Susu,1500.00,0,Minuman
PRD110367,Coca Cola Botol 390ml,Rp 5000,16,Minuman
PRD110368,Susu Bear Brand,10500,86,Minuman
PRD110369,Susu Indomilk Sachet,1500,54,Minuman
PRD110370,Pasta Gigi Ciptadent 190g,Rp 10000,16,Perawatan Pribadi
PRD110371,Baterai Alkalin AA (2 pcs),15000.00,77,Lainnya
,Obat Nyamuk Baygon Bakar,6000.00,96,Lainnya
PRD110373,Deterjen Rinso Anti Noda 700g,22000.00,0,Pembersih
PRD110374,Susu Frisian Flag Sachet,Rp 1.500,0.0,Minuman
PRD110375,Deterjen Daia 850g,Rp 18500,90,Pembersih
PRD110376,Sprite Botol 390ml,,21,Minuman
PRD110377,Deterjen Daia 850g,Rp 18.500,2.0,Pembersih
PRD110378,Aqua Botol 600ml,Rp 3500,98,Minuman
PRD110379,Aqua Gelas 240ml, 1000 ,-23,Minuman
PRD110380,Kopi Kapal Api Sachet,1500,27.0,Minuman
PRD110381,,,62,Pembersih
PRD110382,Rokok Marlboro Merah,38000,41,Rokok
PRD110383,Beras Ramos 5kg,Rp 65000,73.0,Sembako
PRD110384,Pembalut Charm Cooling Fresh,Rp 18000,10,Perawatan Pribadi
PRD110385,Kapur Barus Bagus,15000.00,10,
PRD110386,Sprite Botol 390ml,5000.00,,
PRD110387,Sabun Mandi Dettol,5000.00,73,Perawatan Pribadi
PRD110388,Teh Celup Sosro,7000,94,Minuman
PRD110389,Deterjen Rinso Anti Noda 700g, 22000 ,84,Pembersih
PRD110390,, 2000 ,34.0,Minuman
PRD110391,Susu Frisian Flag Sachet,Rp 1500,15,Minuman
PRD110392,Tepung Terigu Segitiga Biru 1kg,Rp 13000,23.0,Sembako
PRD110393,Deterjen Attack Jaz1 800g, 19000 ,31,Pembersih
PRD110394,Pembalut Charm Cooling Fresh,18000,-55,Perawatan Pribadi
PRD110395,Rokok Djarum Super,Rp 22000,63,Rokok
PRD110396,Minyak Curah 1L,Rp 16.000,26,Sembako
PRD110397,Kecap Bango Pouch 220ml,Rp 11000,65,Bumbu
PRD110398,Sabun Nuvo Biru,3500,99.0,Perawatan Pribadi
PRD110399,Rokok Surya 16,Rp 31.000,,Rokok
,Rokok Marlboro Merah,38000.00,6,Rokok
PRD110401,Beras Pandan Wangi 5kg,Rp 70000,44,Sembako
PRD110402,Pembalut Laurier Relax Night,Rp 20.000,,Perawatan Pribadi
PRD110403,Sabun Lux Mawar,Rp 4500,62,Perawatan Pribadi
PRD110404,Indomie Kuah Soto,Rp 2800,88.0,Makanan
PRD110405,Beras Ramos 5kg,65000.00,1,Sembako
PRD110406,Tepung Tapioka Rose Brand 500g,8000.00,97,Sembako
PRD110407,Sabun Cuci Piring Mama Lemon 400ml,Rp 9.500,41,Pembersih
PRD110408,Shampo Lifebuoy Sachet, 1000 ,86,Perawatan Pribadi
PRD110409,Indomie Kari Ayam,Rp 2.800,95,Makanan
PRD110410,Rokok Surya 16,Rp 31000,48,Rokok
,Susu Indomilk Sachet,1500,-32,Minuman
PRD110412,Popok Sweety Bronze Pants L,Rp 48.000,,
PRD110413,Rokok Marlboro Merah,38000.00,4,
PRD110414,Pasta Gigi Pepsodent 190g,Rp 12.500,46,Perawatan Pribadi
PRD110415,Minyak Sania 2L,34500.00,25,Sembako
PRD110416,Rokok Djarum Super,22000,94,Rokok
PRD110417,Kecap ABC Pouch 220ml,9500,,Bumbu
PRD110418,Aqua Gelas 240ml,Rp 1.000,52,Minuman
PRD110419,Pembalut Charm Cooling Fresh,Rp 18000,53,Perawatan Pribadi
PRD110420,Teh Celup Sosro,7000.00,47,Minuman
PRD110421,Minyak Curah 1L,16000.00,83,Sembako
PRD110422,Deterjen Attack Jaz1 800g, 19000 ,67,Pembersih
PRD110423,Susu Frisian Flag Sachet,Rp 1.500,17,Minuman
PRD110424,Minyak Filma 2L, 34000 ,44,Sembako
PRD110425,,Rp 15000,-99,Lainnya
