product_id,product_name,price,stock,category
PRD010090,Tepung Beras Rose Brand 500g,7500.00,10,Sembako
PRD010091,Tepung Tapioka Rose Brand 500g,Rp 8.000,73,Sembako
PRD010092,Deterjen Attack Jaz1 800g,19000,13,Pembersih
PRD010093,Susu Frisian Flag Sachet,1500.00,26,Minuman
PRD010094,Mie Sedap Goreng,Rp 2900,69,
PRD010095,Teh Sariwangi Celup,6500,38.0,Minuman
PRD010096,Bumbu Racik Indofood Nasi Goreng, 2500 ,,Bumbu
,Sabun Nuvo Biru,3500,97,Perawatan Pribadi
PRD010098,Saus Sambal Indofood 340ml,14500,75,Bumbu
PRD010099,Teh Pucuk Harum 350ml,4000.00,-50,Minuman
,Sabun Mandi Dettol,Rp 5.000,62,Perawatan Pribadi
PRD010101,Susu Dancow Sachet,,-45,Minuman
PRD010102,Baterai ABC Sedang (2 pcs), 10000 ,8,Lainnya
PRD010103,Shampo Pantene Sachet,1500.00,95,Perawatan Pribadi
,,,30,Sembako
PRD010105,Teh Pucuk Harum 350ml,Rp 4.000,25,Minuman
PRD010106,Obat Nyamuk Hit Spray,35000,98,Lainnya
PRD010107,Beras Rojolele 5kg,67000.00,53.0,Sembako
PRD010108,Saus Sambal Indofood 340ml,14500,33,Bumbu
PRD010109,Garam Kapal 250g,3000,21,Bumbu
PRD010110,Bumbu Racik Indofood Nasi Goreng,2500,33,Bumbu
PRD010111,Minyak Curah 1L,Rp 16000,50,Sembako
PRD010112,,Rp 10000,48,Lainnya
PRD010113,Kecap ABC Pouch 220ml,9500.00,98,Bumbu
PRD010114,Kopi Torabika Susu,Rp 1500,6,Minuman
PRD010115,,1500,24,Minuman
PRD010116,Popok MamyPoko Pants M,55000,5,Perawatan Bayi
PRD010117,Kapur Barus Bagus,15000,15,Lainnya
PRD010118,Pasta Gigi Ciptadent 190g,Rp 10000,76.0,Perawatan Pribadi
PRD010119,Pembalut Charm Cooling Fresh,18000,4,Perawatan Pribadi
PRD010120,,Rp 3500,85,Minuman
PRD010121,Margarin Forvita 200g,7000,43,Sembako
PRD010122,Pembersih Lantai Wipol 750ml,18000.00,40,Pembersih
PRD010123,Sikat Gigi Formula,6000,62.0,Perawatan Pribadi
PRD010124,Aqua Galon,Rp 21.000,-21,Minuman
PRD010125,Le Minerale 600ml,,66,Minuman
PRD010126,Pembalut Laurier Relax Night,20000,50,Perawatan Pribadi
PRD010127,Mie Sedap Goreng,2900.00,4,Makanan
PRD010128,Obat Nyamuk Baygon Bakar,6000,84,Lainnya
PRD010129,Saus Sambal ABC 340ml,Rp 15.000,78,Bumbu
PRD010130,Saus Sambal ABC 340ml,15000,92,Bumbu
PRD010131,Indomie Goreng,Rp 3.000,74,Makanan
PRD010132,Saus Sambal ABC 340ml,Rp 15.000,22,Bumbu
PRD010133,Indomie Kari Ayam,2800,36.0,Makanan
PRD010134,Rokok Marlboro Merah,Rp 38000,48,Rokok
,Tisu Paseo 250s,Rp 18.500,84,Lainnya
PRD010136,Kopi Luwak White Koffie,Rp 2000,20,Minuman
PRD010137,Margarin Forvita 200g, 7000 ,84,Sembako
PRD010138,Shampo Sunsilk Sachet,Rp 1.500,59,Perawatan Pribadi
PRD010139,Deterjen Daia 850g,Rp 18500,50,Pembersih
PRD010140,Kopi Kapal Api Sachet,1500.00,,Minuman
PRD010141,Shampo Sunsilk Sachet, 1500 ,52,Perawatan Pribadi
PRD010142,Aqua Galon,21000,66,Minuman
PRD010143,Sabun Cuci Piring Sunlight 460ml,Rp 11.000,6,Pembersih
PRD010144,Teh Celup Sosro,7000.00,-38,Minuman
PRD010145,Shampo Pantene Sachet,Rp 1.500,51,Perawatan Pribadi
PRD010146,Rokok Sampoerna Mild,Rp 30.000,86,Rokok
PRD010147,Susu Dancow Sachet,Rp 3500,91,Minuman
PRD010148,Korek Api Gas Tokai,3000.00,33,Lainnya
PRD010149,Fanta Merah 390ml,5000.00,6,Minuman
PRD010150,Saus Sambal ABC 340ml,15000.00,-25,
PRD010151,Shampo Sunsilk Sachet,Rp 1500,48,Perawatan Pribadi
PRD010152,Aqua Galon,21000,68,Minuman
PRD010153,Kopi Luwak White Koffie,Rp 2.000,77,Minuman
PRD010154,Pembalut Charm Cooling Fresh,18000.00,53,Perawatan Pribadi
PRD010155,Rokok Surya 16,31000.00,93,Rokok
PRD010156,Garam Kapal 250g,3000.00,71,Bumbu
PRD010157,Sikat Gigi Formula,6000,25.0,Perawatan Pribadi
PRD010158,,10500.00,5,Minuman
PRD010159,Kopi Kapal Api Sachet,Rp 1500,4,Minuman
PRD010160,,3500.00,23,Perawatan Pribadi
PRD010161,Shampo Pantene Sachet,1500.00,33,Perawatan Pribadi
PRD010162,Kopi Luwak White Koffie,2000.00,23,Minuman
PRD010163,Kecap ABC Pouch 220ml,9500,83,Bumbu
,Susu Bear Brand,10500.00,89,Minuman
PRD010165,Tisu Tessa 250s, 17000 ,,Lainnya
PRD010166,Teh Sariwangi Celup,6500.00,20,Minuman
PRD010167,Rokok Sampoerna Mild,30000.00,4,Rokok
PRD010168,Sabun Cuci Piring Sunlight 460ml, 11000 ,21,Pembersih
PRD010169,Shampo Lifebuoy Sachet,1000,-65,Perawatan Pribadi
PRD010170,Garam Refina 250g,3500.00,76,Bumbu
PRD010171,Shampo Clear Sachet,Rp 1500,23,Perawatan Pribadi
PRD010172,Coca Cola Botol 390ml,5000,69.0,Minuman
PRD010173,Le Minerale 600ml,Rp 3.500,22,Minuman
PRD010174,Indomie Kuah Ayam Bawang,2800,14,Makanan
PRD010175,Indomie Kari Ayam,2800,26,Makanan
PRD010176,Pasta Gigi Ciptadent 190g,Rp 10000,21,Perawatan Pribadi
,Minyak Sania 2L,34500.00,53,Sembako
PRD010178,Deterjen Attack Jaz1 800g,Rp 19000,84.0,Pembersih
PRD010179,Teh Sariwangi Celup,Rp 6500,61,Minuman
PRD010180,Susu Frisian Flag Sachet,Rp 1500,11,Minuman
PRD010181,Korek Api Gas Tokai,Rp 3.000,,Lainnya
PRD010182,Rokok Sampoerna Mild, 30000 ,13,Rokok
PRD010183,Sabun Nuvo Biru,3500,27,Perawatan Pribadi
PRD010184,,7500,91,Sembako
,Kopi Nescafe Classic,5000.00,68,Minuman
PRD010186,Sabun Cuci Piring Mama Lemon 400ml,9500.00,78,Pembersih
PRD010187,Kopi Luwak White Koffie,Rp 2.000,52.0,Minuman
PRD010188,,5000,52,Minuman
PRD010189,Deterjen Attack Jaz1 800g,Rp 19000,59,Pembersih
PRD010190,Tepung Terigu Segitiga Biru 1kg,Rp 13.000,-69,Sembako
,Minyak Filma 2L,Rp 34.000,1,Sembako
PRD010192,Shampo Lifebuoy Sachet,Rp 1.000,27.0,Perawatan Pribadi
PRD010193,Sabun Lux Mawar,Rp 4.500,97,Perawatan Pribadi
PRD010194,Deterjen Attack Jaz1 800g,19000,38,Pembersih
PRD010195,Pasta Gigi Ciptadent 190g,10000.00,89,Perawatan Pribadi
PRD010196,Susu Frisian Flag Sachet,1500,22,Minuman
PRD010197,Tepung Terigu Segitiga Biru 1kg,13000,14,Sembako
PRD010198,Sikat Gigi Formula,Rp 6000,-52,Perawatan Pribadi
PRD010199,Kopi ABC Susu,1500.00,10,Minuman
PRD010200,Kopi ABC Susu,1500.00,4,Minuman
PRD010201,Aqua Gelas 240ml,Rp 1.000,72,Minuman
PRD010202,Gula Pasir Gulaku 1kg,16000,53,Sembako
PRD010203,Pasta Gigi Ciptadent 190g,10000,85.0,Perawatan Pribadi
PRD010204,Pasta Gigi Ciptadent 190g,Rp 10.000,88,Perawatan Pribadi
PRD010205,Minyak Curah 1L,Rp 16.000,43.0,Sembako
PRD010206,Deterjen Rinso Anti Noda 700g,22000,-70,Pembersih
PRD010207,Beras Pandan Wangi 5kg,Rp 70000,32,Sembako
PRD010208,Popok MamyPoko Pants M,Rp 55000,60,
PRD010209,Indomie Goreng, 3000 ,60,Makanan
PRD010210,Tepung Tapioka Rose Brand 500g,8000.00,54,Sembako
PRD010211,Kopi Kapal Api Sachet,1500,61,Minuman
PRD010212,Teh Sariwangi Celup,6500,22,Minuman
PRD010213,Saus Sambal ABC 340ml,Rp 15.000,63.0,Bumbu
PRD010214,Kopi Kapal Api Sachet,1500.00,67,Minuman
PRD010215,Beras Pandan Wangi 5kg,Rp 70000,72,Sembako
PRD010216,Bumbu Racik Indofood Sayur Asem,2500,88,Bumbu
PRD010217,Kopi ABC Susu,1500,16,
PRD010218,Margarin Blue Band 200g,Rp 9.500,-51,Sembako
PRD010219,Pasta Gigi Ciptadent 190g,10000,89,Perawatan Pribadi
PRD010220,Kopi Luwak White Koffie,2000.00,-86,Minuman
PRD010221,Popok MamyPoko Pants M,55000,25,Perawatan Bayi
PRD010222,Saus Sambal ABC 340ml,Rp 15000,14.0,Bumbu
PRD010223,Gula Pasir Gulaku 1kg,16000,13,
PRD010224,Bumbu Racik Indofood Sayur Asem,Rp 2.500,21,Bumbu
PRD010225,Teh Sariwangi Celup,Rp 6.500,42,Minuman
PRD010226,Margarin Blue Band 200g,9500,95.0,Sembako
PRD010227,Popok Sweety Bronze Pants L,48000,12.0,
PRD010228,Kecap ABC Pouch 220ml, 9500 ,64,Bumbu
PRD010229,Tepung Tapioka Rose Brand 500g,8000,36,Sembako
PRD010230,Pembersih Lantai Super Pell 770ml,13500.00,,Pembersih
PRD010231,Minyak Curah 1L,Rp 16000,26,Sembako
PRD010232,Pasta Gigi Ciptadent 190g,10000.00,64,Perawatan Pribadi
PRD010233,Sabun Lifebuoy Merah,Rp 4.000,90.0,Perawatan Pribadi
PRD010234,Minyak Bimoli 2L,35000,65,
PRD010235,Teh Sariwangi Celup,Rp 6.500,86,Minuman
PRD010236,Sabun Mandi Dettol,Rp 5.000,56,Perawatan Pribadi
PRD010237,Aqua Botol 600ml,3500.00,,Minuman
PRD010238,Kopi ABC Susu,,12,Minuman
PRD010239,Beras Pandan Wangi 5kg,70000,35,Sembako
PRD010240,Aqua Gelas 240ml,1000,,Minuman
PRD010241,Saus Sambal ABC 340ml,15000,,Bumbu
PRD010242,Rokok Marlboro Merah,38000,-33,Rokok
,Rokok Gudang Garam Filter,Rp 23.000,60.0,Rokok
PRD010244,Coca Cola Botol 390ml,Rp 5.000,65.0,Minuman
,Sabun Nuvo Biru,3500.00,20,Perawatan Pribadi
PRD010246,Aqua Galon,Rp 21.000,12,Minuman
PRD010247,Rokok Marlboro Merah, 38000 ,41,Rokok
PRD010248,Rokok Surya 16,31000.00,41,Rokok
PRD010249,Sabun Lux Mawar,Rp 4500,90,Perawatan Pribadi
PRD010250,Pasta Gigi Ciptadent 190g,10000,30,Perawatan Pribadi
PRD010251,Rokok Marlboro Merah,,89.0,Rokok
PRD010252,Sabun Lifebuoy Merah,Rp 4.000,24,Perawatan Pribadi
PRD010253,Teh Sariwangi Celup,6500.00,42,Minuman
PRD010254,Kecap ABC Pouch 220ml,,13.0,Bumbu
PRD010255,Coca Cola Botol 390ml,Rp 5000,,Minuman
PRD010256,Beras Ramos 5kg,Rp 65.000,1,Sembako
PRD010257,Tepung Beras Rose Brand 500g,,79.0,Sembako
PRD010258,Le Minerale 600ml,3500,27,Minuman
PRD010259,Margarin Blue Band 200g,Rp 9500,,Sembako
PRD010260,Sikat Gigi Formula,,49,Perawatan Pribadi
PRD010261,Pembalut Laurier Relax Night,20000.00,50,Perawatan Pribadi
PRD010262,Kecap ABC Pouch 220ml,Rp 9.500,79,Bumbu
PRD010263,, 2800 ,46.0,Makanan
PRD010264,Obat Nyamuk Baygon Bakar,6000.00,58,Lainnya
PRD010265,Gula Curah 1kg,Rp 15.000,14,Sembako
PRD010266,Susu Indomilk Sachet,1500.00,,Minuman
PRD010267,Kopi Nescafe Classic,5000.00,36,Minuman
,Susu Dancow Sachet,,48,Minuman
PRD010269,Aqua Galon,Rp 21000,87,Minuman
PRD010270,Popok Sweety Bronze Pants L,48000,91,
PRD010271,Sabun Lux Mawar,4500.00,80,Perawatan Pribadi
PRD010272,Pembalut Laurier Relax Night,20000,4,Perawatan Pribadi
PRD010273,Teh Sariwangi Celup,6500,83,Minuman
PRD010274,Teh Pucuk Harum 350ml,,-66,Minuman
PRD010275,,Rp 1000,71,Minuman
PRD010276,Kapur Barus Bagus,15000,51.0,Lainnya
PRD010277,Pasta Gigi Ciptadent 190g,10000.00,95,Perawatan Pribadi
PRD010278,Kopi ABC Susu,1500.00,,Minuman
PRD010279,Deterjen Attack Jaz1 800g,19000.00,99,Pembersih
PRD010280,Tisu Paseo 250s,Rp 18500,3,Lainnya
PRD010281,Pembersih Lantai Super Pell 770ml,Rp 13.500,28,Pembersih
PRD010282,Bumbu Racik Indofood Nasi Goreng,Rp 2500,58,Bumbu
PRD010283,Kopi Kapal Api Sachet,1500,19,Minuman
PRD010284,Minyak Bimoli 2L,35000,14,Sembako
PRD010285,Minyak Bimoli 2L,35000,76,Sembako
PRD010286,Kapur Barus Bagus,15000.00,,Lainnya
PRD010287,Le Minerale 600ml,3500,-64,Minuman
PRD010288,Bumbu Racik Indofood Nasi Goreng,2500.00,7,Bumbu
PRD010289,Pembalut Charm Cooling Fresh,18000,76.0,Perawatan Pribadi
PRD010290,Indomie Kuah Ayam Bawang,Rp 2.800,57.0,Makanan
PRD010291,Tisu Paseo 250s,18500,68,Lainnya
PRD010292,Rokok Marlboro Merah, 38000 ,54,Rokok
,,20000,99,Perawatan Pribadi
PRD010294,Garam Refina 250g,,41,Bumbu
PRD010295,Mie Sedap Goreng,2900,38,Makanan
PRD010296,Minyak Bimoli 2L,35000,88,Sembako
PRD010297,Rokok Marlboro Merah,38000,82,Rokok
PRD010298,Beras Ramos 5kg,65000,-53,Sembako
PRD010299,Kopi ABC Susu,1500.00,35,Minuman
PRD010300,,Rp 15.000,10,Sembako
PRD010301,Susu Frisian Flag Sachet,Rp 1.500,56,Minuman
PRD010302,Sabun Nuvo Biru,Rp 3500,41,Perawatan Pribadi
PRD010303,Shampo Clear Sachet,1500,35,Perawatan Pribadi
PRD010304,Deterjen Daia 850g,Rp 18.500,49,Pembersih
PRD010305,Pembersih Lantai Wipol 750ml,,17,Pembersih
PRD010306,Sikat Gigi Formula,Rp 6000,1.0,Perawatan Pribadi
PRD010307,Bumbu Racik Indofood Sayur Asem, 2500 ,80,Bumbu
PRD010308,Teh Celup Sosro,7000.00,-4,Minuman
PRD010309,Beras Rojolele 5kg,Rp 67000,88,Sembako
PRD010310,Tepung Tapioka Rose Brand 500g,Rp 8.000,32.0,Sembako
PRD010311,Kopi ABC Susu,1500,74.0,
,Popok MamyPoko Pants M,55000,22,Perawatan Bayi
PRD010313,Indomie Kuah Ayam Bawang,Rp 2800,43,Makanan
PRD010314,Popok Sweety Bronze Pants L,48000,34,Perawatan Bayi
,,3000,97,
PRD010316,Teh Sariwangi Celup,Rp 6.500,,
PRD010317,Popok MamyPoko Pants M,Rp 55.000,32,Perawatan Bayi
PRD010318,Minyak Curah 1L,Rp 16000,-29,Sembako
PRD010319,Shampo Clear Sachet,Rp 1.500,99,Perawatan Pribadi
PRD010320,Minyak Sania 2L,34500,63,Sembako
PRD010321,Kopi Kapal Api Sachet,Rp 1.500,-78,Minuman
PRD010322,,Rp 23000,32,Rokok
PRD010323,Deterjen Rinso Anti Noda 700g,22000,93,Pembersih
PRD010324,Indomie Kuah Soto,2800.00,19,Makanan
PRD010325,Tepung Beras Rose Brand 500g,7500,57,Sembako
PRD010326,,5000,31,Minuman
PRD010327,Sprite Botol 390ml,Rp 5000,14,Minuman
PRD010328,Rokok Marlboro Merah,38000,99,Rokok
PRD010329,Indomie Kari Ayam,2800,,Makanan
PRD010330,Sabun Cuci Piring Sunlight 460ml,Rp 11000,61,Pembersih
PRD010331,Kopi Torabika Susu,1500,85,Minuman
PRD010332,Sprite Botol 390ml,Rp 5000,17,
PRD010333,Aqua Gelas 240ml,1000.00,76,Minuman
PRD010334,Kopi Kapal Api Sachet,1500,22,Minuman
PRD010335,Shampo Pantene Sachet,Rp 1500,57,Perawatan Pribadi
PRD010336,Mie Sedap Goreng,Rp 2.900,94,Makanan
PRD010337,Tepung Beras Rose Brand 500g,7500.00,44.0,Sembako
PRD010338,Rokok Sampoerna Mild,30000,17,Rokok
PRD010339,Rokok Gudang Garam Filter,Rp 23000,64.0,Rokok
PRD010340,Sabun Nuvo Biru,3500.00,96,Perawatan Pribadi
PRD010341,Bumbu Racik Indofood Nasi Goreng,Rp 2500,49,Bumbu
PRD010342,Korek Api Gas Tokai,3000.00,31,Lainnya
PRD010343,Indomie Kari Ayam,Rp 2.800,93,Makanan
PRD010344,Obat Nyamuk Baygon Bakar,Rp 6.000,4,Lainnya
PRD010345,Susu Frisian Flag Sachet,1500,62.0,Minuman
PRD010346,Korek Api Gas Tokai,Rp 3.000,3,Lainnya
PRD010347,Minyak Sania 2L,Rp 34500,-83,Sembako
PRD010348,Susu Indomilk Sachet,1500.00,90,Minuman
PRD010349,Beras Pandan Wangi 5kg,70000,94,Sembako
PRD010350,Gula Curah 1kg,15000.00,-88,Sembako
PRD010351,Pasta Gigi Ciptadent 190g,10000,66.0,Perawatan Pribadi
PRD010352,Deterjen Rinso Anti Noda 700g,22000.00,60,Pembersih
PRD010353,Pembersih Lantai Super Pell 770ml,Rp 13500,83,Pembersih
PRD010354,Garam Kapal 250g,Rp 3.000,32,Bumbu
PRD010355,Aqua Botol 600ml,Rp 3.500,7,Minuman
PRD010356,Shampo Sunsilk Sachet,Rp 1.500,10,Perawatan Pribadi
PRD010357,Coca Cola Botol 390ml,Rp 5.000,-86,Minuman
PRD010358,Indomie Kari Ayam,2800.00,52,Makanan
,Gula Curah 1kg,Rp 15000,64,Sembako
PRD010360,Pembalut Laurier Relax Night,20000,52,
PRD010361,,3500,0,Bumbu
PRD010362,Sabun Lux Mawar,4500,-11,Perawatan Pribadi
PRD010363,Indomie Kuah Soto,Rp 2.800,71,
PRD010364,Minyak Filma 2L,Rp 34.000,-28,
PRD010365,Tepung Tapioka Rose Brand 500g,8000.00,50,Sembako
PRD010366,Gula Curah 1kg,,38,Sembako
PRD010367,,15000.00,27,Sembako
PRD010368,Rokok Djarum Super, 22000 ,66,Rokok
PRD010369,Rokok Gudang Garam Filter,23000,67,Rokok
PRD010370,Margarin Blue Band 200g,Rp 9.500,48,Sembako
PRD010371,Kopi ABC Susu,1500,-92,Minuman
PRD010372,Beras Ramos 5kg,Rp 65.000,17.0,Sembako
PRD010373,Rokok Surya 16,31000,81,Rokok
PRD010374,Sabun Lifebuoy Merah,4000.00,96,Perawatan Pribadi
PRD010375,Sabun Nuvo Biru,3500,24,Perawatan Pribadi
PRD010376,Aqua Botol 600ml,Rp 3500,34,Minuman
PRD010377,Tepung Tapioka Rose Brand 500g,,85,Sembako
,Kopi Torabika Susu,1500,,
PRD010379,Susu Bear Brand,10500.00,0,Minuman
PRD010380,Tepung Terigu Segitiga Biru 1kg,13000.00,97,Sembako
PRD010381,Sabun Lifebuoy Merah,4000,81,Perawatan Pribadi
PRD010382,Pembalut Charm Cooling Fresh, 18000 ,6,Perawatan Pribadi
PRD010383,Popok MamyPoko Pants M,Rp 55.000,,Perawatan Bayi
PRD010384,Garam Refina 250g,Rp 3500,73.0,Bumbu
PRD010385,Rokok Djarum Super, 22000 ,66,Rokok
PRD010386,Pasta Gigi Pepsodent 190g,12500,-5,Perawatan Pribadi
PRD010387,Shampo Pantene Sachet,Rp 1500,37,Perawatan Pribadi
PRD010388,Pembalut Charm Cooling Fresh, 18000 ,88,Perawatan Pribadi
PRD010389,Rokok Sampoerna Mild,Rp 30.000,46.0,Rokok
PRD010390,Bumbu Racik Indofood Nasi Goreng,2500,75,Bumbu
PRD010391,Minyak Curah 1L,16000.00,94,Sembako
PRD010392,Teh Sariwangi Celup,6500.00,72,Minuman
PRD010393,Susu Frisian Flag Sachet,1500,69,Minuman
PRD010394,Indomie Goreng,Rp 3.000,21,Makanan
PRD010395,Minyak Curah 1L,Rp 16000,25,Sembako
PRD010396,Indomie Kuah Soto,Rp 2.800,-58,Makanan
PRD010397,Shampo Clear Sachet,1500.00,30,Perawatan Pribadi
PRD010398,Saus Sambal ABC 340ml, 15000 ,-91,Bumbu
PRD010399,Pembalut Charm Cooling Fresh,18000.00,59,Perawatan Pribadi
PRD010400,Korek Api Gas Tokai,3000.00,20,Lainnya
PRD010401,Margarin Blue Band 200g, 9500 ,98,Sembako
PRD010402,Minyak Curah 1L,16000.00,29,Sembako
PRD010403,Indomie Kuah Soto, 2800 ,14,Makanan
PRD010404,Shampo Lifebuoy Sachet,Rp 1.000,47,Perawatan Pribadi
PRD010405,Kecap ABC Pouch 220ml,Rp 9500,-1,Bumbu
PRD010406,Garam Refina 250g,3500,19,Bumbu
PRD010407,Tisu Paseo 250s,Rp 18500,71,Lainnya
PRD010408,Susu Dancow Sachet,3500,4,Minuman
PRD010409,Saus Sambal Indofood 340ml,14500,85,Bumbu
PRD010410,Bumbu Racik Indofood Sayur Asem,Rp 2500,,Bumbu
PRD010411,Minyak Filma 2L,Rp 34.000,26,Sembako
PRD010412,Pasta Gigi Ciptadent 190g,10000,43,Perawatan Pribadi
PRD010413,Deterjen Attack Jaz1 800g,19000,-82,Pembersih
PRD010414,Margarin Forvita 200g,Rp 7.000,71,Sembako
PRD010415,Indomie Kuah Soto,2800.00,91.0,Makanan
PRD010416,Tepung Beras Rose Brand 500g,7500.00,,Sembako
PRD010417,Sabun Mandi Dettol,5000.00,20,Perawatan Pribadi
PRD010418,Le Minerale 600ml,Rp 3.500,99,Minuman
PRD010419,Kopi ABC Susu,1500,,Minuman
PRD010420,Margarin Forvita 200g,,59.0,Sembako
PRD010421,Rokok Sampoerna Mild,Rp 30.000,8,Rokok
PRD010422,Sabun Cuci Piring Sunlight 460ml,11000,4,Pembersih
PRD010423,Aqua Gelas 240ml, 1000 ,76,Minuman
PRD010424,Kopi Nescafe Classic,Rp 5000,74,Minuman
PRD010425,Aqua Botol 600ml,3500.00,21,Minuman
PRD010426,Kecap Bango Pouch 220ml,11000,15,Bumbu
PRD010427,Indomie Kuah Soto,Rp 2.800,33,Makanan
