tbl_product_id,nama_lengkap_produk,harga_jual_per_unit,jumlah_stok_tersedia,kategori_produk
PRD130158,Beras Pandan Wangi 5kg,70000,17,Sembako
PRD130159,Aqua Galon,21000,48,Minuman
PRD130160,Tepung Terigu Segitiga Biru 1kg, 13000 ,20,Sembako
PRD130161,Rokok Surya 16,Rp 31.000,,Rokok
PRD130162,Beras Pandan Wangi 5kg,Rp 70.000,-31,Sembako
PRD130163,Minyak Curah 1L,16000,97,Sembako
PRD130164,Pasta Gigi Pepsodent 190g,12500,1,Perawatan Pribadi
PRD130165,Kopi Torabika Susu,1500.00,-90,Minuman
PRD130166,Indomie Kuah Soto, 2800 ,96,Makanan
PRD130167,Sabun Lux Mawar,Rp 4500,47.0,Perawatan Pribadi
PRD130168,Kopi ABC Susu, 1500 ,87,Minuman
PRD130169,Susu Frisian Flag Sachet,Rp 1500,93,Minuman
PRD130170,Beras Pandan Wangi 5kg,70000,76,Sembako
PRD130171,Mie Sedap Goreng,2900.00,68,Makanan
PRD130172,Korek Api Gas Tokai,Rp 3000,45,Lainnya
PRD130173,Minyak Filma 2L,Rp 34.000,88.0,Sembako
,Rokok Surya 16,Rp 31000,4,Rokok
PRD130175,Susu Frisian Flag Sachet,Rp 1.500,59,Minuman
PRD130176,Pembersih Lantai Super Pell 770ml,Rp 13500,33,Pembersih
,Kopi Luwak White Koffie, 2000 ,51,Minuman
PRD130178,Rokok Djarum Super,Rp 22000,68,Rokok
PRD130179,Coca Cola Botol 390ml,Rp 5000,31,Minuman
PRD130180,Deterjen Attack Jaz1 800g,Rp 19.000,6,Pembersih
PRD130181,Mie Sedap Goreng,2900.00,11,Makanan
PRD130182,Indomie Kari Ayam,2800,49,Makanan
PRD130183,Rokok Gudang Garam Filter,Rp 23.000,17,Rokok
PRD130184,Rokok Marlboro Merah,Rp 38000,-54,Rokok
PRD130185,Sabun Lifebuoy Merah,Rp 4000,27,Perawatan Pribadi
PRD130186,Le Minerale 600ml,3500,79,Minuman
PRD130187,Gula Curah 1kg,Rp 15.000,78,Sembako
PRD130188,Le Minerale 600ml,3500,-13,Minuman
,Beras Ramos 5kg,65000,62,Sembako
PRD130190,Margarin Forvita 200g,7000.00,86,Sembako
PRD130191,Rokok Marlboro Merah,38000.00,98,Rokok
PRD130192,Susu Indomilk Sachet,Rp 1.500,48,Minuman
PRD130193,Susu Bear Brand,10500,98,Minuman
PRD130194,Teh Celup Sosro,Rp 7.000,34,Minuman
PRD130195,Minyak Filma 2L,Rp 34000,49.0,Sembako
PRD130196,Tisu Tessa 250s,Rp 17.000,81,Lainnya
PRD130197,Popok MamyPoko Pants M,55000,13,Perawatan Bayi
PRD130198,Beras Rojolele 5kg,,61,Sembako
PRD130199,Tisu Tessa 250s,Rp 17.000,2,Lainnya
PRD130200,Kopi ABC Susu,Rp 1500,85,Minuman
PRD130201,Coca Cola Botol 390ml,5000.00,13,Minuman
PRD130202,Teh Celup Sosro,7000.00,79,Minuman
PRD130203,Rokok Djarum Super,22000.00,,Rokok
PRD130204,Indomie Kari Ayam,2800.00,96,Makanan
PRD130205,Kopi Nescafe Classic,Rp 5000,90,Minuman
PRD130206,Aqua Galon,Rp 21.000,69,
PRD130207,Kopi Nescafe Classic,Rp 5.000,41,Minuman
PRD130208,Saus Sambal ABC 340ml,Rp 15000,99,Bumbu
PRD130209,Rokok Marlboro Merah,,60,Rokok
PRD130210,Deterjen Attack Jaz1 800g,Rp 19000,93,Pembersih
PRD130211,Indomie Kuah Soto,Rp 2800,79,Makanan
PRD130212,Rokok Surya 16,Rp 31000,26,Rokok
PRD130213,Aqua Galon,21000,64,Minuman
PRD130214,Susu Bear Brand, 10500 ,,Minuman
PRD130215,Aqua Galon,21000.00,32.0,Minuman
PRD130216,Coca Cola Botol 390ml, 5000 ,43,Minuman
PRD130217,Shampo Clear Sachet,1500,82.0,Perawatan Pribadi
PRD130218,Mie Sedap Goreng,,33,Makanan
,Teh Pucuk Harum 350ml,4000,53,Minuman
PRD130220,Tepung Terigu Segitiga Biru 1kg,13000,30,Sembako
PRD130221,Teh Pucuk Harum 350ml,4000,56,Minuman
PRD130222,, 6500 ,83,Minuman
PRD130223,Beras Rojolele 5kg,Rp 67000,7,Sembako
PRD130224,Korek Api Gas Tokai,Rp 3000,97,
,Pembersih Lantai Super Pell 770ml,13500.00,72,Pembersih
PRD130226,Kecap Bango Pouch 220ml,11000,81,Bumbu
PRD130227,Sabun Cuci Piring Mama Lemon 400ml,9500,41,Pembersih
PRD130228,Pembersih Lantai Wipol 750ml, 18000 ,95,Pembersih
PRD130229,Mie Sedap Goreng,2900.00,21.0,Makanan
PRD130230,Indomie Kuah Soto,2800.00,32,Makanan
PRD130231,Tepung Beras Rose Brand 500g,7500.00,-18,Sembako
PRD130232,Teh Pucuk Harum 350ml,4000.00,,Minuman
PRD130233,Popok Sweety Bronze Pants L,48000,2,Perawatan Bayi
PRD130234,Sabun Cuci Piring Mama Lemon 400ml,9500.00,,Pembersih
PRD130235,Teh Pucuk Harum 350ml,,22,Minuman
PRD130236,,5000.00,84,Minuman
PRD130237,Bumbu Racik Indofood Sayur Asem,2500,72,Bumbu
PRD130238,Minyak Bimoli 2L,Rp 35.000,20,Sembako
PRD130239,, 17000 ,15,Lainnya
PRD130240,Pasta Gigi Ciptadent 190g,10000.00,66,Perawatan Pribadi
PRD130241,Susu Dancow Sachet,Rp 3.500,26,Minuman
PRD130242,Bumbu Racik Indofood Sayur Asem,2500,97,Bumbu
PRD130243,Garam Refina 250g, 3500 ,88,Bumbu
PRD130244,Minyak Curah 1L,Rp 16000,56,Sembako
PRD130245,Kopi ABC Susu,Rp 1.500,15,Minuman
PRD130246,Le Minerale 600ml,Rp 3500,15,Minuman
PRD130247,Aqua Botol 600ml,Rp 3500,61,Minuman
PRD130248,Kopi Nescafe Classic,5000,43,Minuman
PRD130249,Shampo Pantene Sachet, 1500 ,81,Perawatan Pribadi
PRD130250,Pembersih Lantai Wipol 750ml,18000,57,Pembersih
PRD130251,Minyak Sania 2L,Rp 34.500,42,Sembako
PRD130252,, 17000 ,27,Lainnya
PRD130253,Margarin Forvita 200g,Rp 7.000,,Sembako
PRD130254,Margarin Blue Band 200g,Rp 9500,22,
PRD130255,Pasta Gigi Ciptadent 190g,Rp 10000,80,Perawatan Pribadi
PRD130256,Beras Rojolele 5kg,67000,13,Sembako
PRD130257,Pembersih Lantai Wipol 750ml,Rp 18000,63,Pembersih
PRD130258,Tepung Tapioka Rose Brand 500g,Rp 8.000,45,Sembako
PRD130259,Margarin Blue Band 200g,Rp 9500,60.0,Sembako
PRD130260,Susu Frisian Flag Sachet,,66,Minuman
PRD130261,Kopi ABC Susu,1500.00,51,Minuman
PRD130262,Garam Kapal 250g,Rp 3000,62,Bumbu
PRD130263,Kecap Bango Pouch 220ml,11000,95,Bumbu
PRD130264,Obat Nyamuk Hit Spray,Rp 35.000,3.0,Lainnya
PRD130265,Sikat Gigi Formula,6000.00,19.0,Perawatan Pribadi
PRD130266,Sabun Mandi Dettol,Rp 5.000,5.0,Perawatan Pribadi
PRD130267,Pembersih Lantai Wipol 750ml,18000,43,Pembersih
PRD130268,Kecap ABC Pouch 220ml,Rp 9.500,62,Bumbu
PRD130269,Minyak Filma 2L,34000,95,
PRD130270,Pembalut Laurier Relax Night,20000.00,65,Perawatan Pribadi
PRD130271,Sikat Gigi Formula,Rp 6.000,70,Perawatan Pribadi
PRD130272,Le Minerale 600ml,3500.00,89.0,Minuman
PRD130273,Rokok Sampoerna Mild,30000.00,-74,Rokok
PRD130274,Aqua Botol 600ml,3500,54,Minuman
PRD130275,Minyak Bimoli 2L,35000.00,64,Sembako
PRD130276,Korek Api Gas Tokai, 3000 ,30,Lainnya
PRD130277,Aqua Galon,Rp 21000,65,Minuman
PRD130278,Minyak Filma 2L,Rp 34.000,13,Sembako
PRD130279,Popok MamyPoko Pants M,55000,18,Perawatan Bayi
PRD130280,Susu Indomilk Sachet,1500.00,77,Minuman
PRD130281,Sikat Gigi Formula,6000,19.0,Perawatan Pribadi
PRD130282,Coca Cola Botol 390ml,Rp 5000,52,Minuman
PRD130283,Saus Sambal Indofood 340ml,,95,Bumbu
PRD130284,Rokok Djarum Super,22000.00,58,Rokok
PRD130285,Fanta Merah 390ml,Rp 5000,73,Minuman
PRD130286,Aqua Botol 600ml,Rp 3500,65,Minuman
PRD130287,Teh Celup Sosro,Rp 7000,58,
PRD130288,,Rp 11000,62,Pembersih
PRD130289,Popok MamyPoko Pants M,55000,94,Perawatan Bayi
PRD130290,Rokok Surya 16,31000,1,Rokok
PRD130291,Korek Api Gas Tokai,,0.0,Lainnya
PRD130292,Beras Rojolele 5kg,Rp 67.000,-35,Sembako
,Kopi Torabika Susu,1500,49.0,
PRD130294,Pembersih Lantai Super Pell 770ml,13500.00,32.0,Pembersih
PRD130295,Pasta Gigi Pepsodent 190g,Rp 12500,89,Perawatan Pribadi
PRD130296,Popok Sweety Bronze Pants L,Rp 48.000,86,Perawatan Bayi
PRD130297,Deterjen Attack Jaz1 800g,19000.00,,Pembersih
PRD130298,Rokok Marlboro Merah,Rp 38.000,16,Rokok
PRD130299,Minyak Bimoli 2L,Rp 35.000,4,Sembako
PRD130300,Indomie Goreng,Rp 3000,87,Makanan
PRD130301,Minyak Filma 2L, 34000 ,-60,Sembako
,Minyak Bimoli 2L,Rp 35.000,79,
PRD130303,Garam Refina 250g,3500.00,22,Bumbu
PRD130304,Susu Frisian Flag Sachet,1500,31.0,Minuman
PRD130305,Kopi Luwak White Koffie,2000.00,25,Minuman
PRD130306,Baterai ABC Sedang (2 pcs),Rp 10.000,18,Lainnya
PRD130307,Shampo Lifebuoy Sachet,Rp 1000,72,Perawatan Pribadi
PRD130308,Shampo Clear Sachet,1500.00,55,Perawatan Pribadi
PRD130309,Minyak Curah 1L,16000,83,Sembako
PRD130310,Bumbu Racik Indofood Nasi Goreng,2500,66,Bumbu
PRD130311,Rokok Gudang Garam Filter,23000.00,80,Rokok
PRD130312,Indomie Kari Ayam,2800,32,Makanan
PRD130313,Rokok Marlboro Merah,Rp 38.000,90,Rokok
PRD130314,Teh Celup Sosro,7000.00,36,Minuman
PRD130315,Rokok Surya 16,31000.00,30,Rokok
PRD130316,Saus Sambal Indofood 340ml,14500.00,58.0,
PRD130317,Indomie Kari Ayam,2800,49,Makanan
PRD130318,,18000,99,Perawatan Pribadi
PRD130319,Pasta Gigi Ciptadent 190g,10000.00,,Perawatan Pribadi
PRD130320,Bumbu Racik Indofood Sayur Asem,Rp 2500,10,Bumbu
PRD130321,Sabun Cuci Piring Mama Lemon 400ml,9500,91,Pembersih
PRD130322,Rokok Sampoerna Mild,30000.00,,Rokok
PRD130323,Rokok Gudang Garam Filter,23000.00,54,Rokok
PRD130324,Tisu Tessa 250s,17000,11,Lainnya
PRD130325,Coca Cola Botol 390ml, 5000 ,31.0,Minuman
PRD130326,Teh Sariwangi Celup,6500.00,84,Minuman
PRD130327,Kopi Nescafe Classic,Rp 5.000,,Minuman
PRD130328,Bumbu Racik Indofood Sayur Asem,2500.00,56,Bumbu
PRD130329,Tepung Tapioka Rose Brand 500g,Rp 8000,64,Sembako
PRD130330,Saus Sambal ABC 340ml,Rp 15000,81,Bumbu
PRD130331,Fanta Merah 390ml,5000.00,-83,Minuman
PRD130332,Deterjen Daia 850g,Rp 18.500,100,Pembersih
PRD130333,Rokok Sampoerna Mild,Rp 30.000,96,Rokok
PRD130334,Baterai ABC Sedang (2 pcs),,12,Lainnya
PRD130335,Susu Bear Brand,Rp 10500,89,Minuman
PRD130336,,10000,61,Lainnya
PRD130337,Pembalut Laurier Relax Night, 20000 ,89,Perawatan Pribadi
PRD130338,Le Minerale 600ml, 3500 ,,Minuman
,Tepung Tapioka Rose Brand 500g,8000,67,Sembako
PRD130340,Korek Api Gas Tokai,3000.00,41.0,Lainnya
,Korek Api Gas Tokai,3000.00,53,Lainnya
PRD130342,Teh Sariwangi Celup,Rp 6500,6,Minuman
PRD130343,Sprite Botol 390ml, 5000 ,38,
PRD130344,Minyak Bimoli 2L,35000,23,Sembako
PRD130345,Minyak Sania 2L,Rp 34500,64,Sembako
PRD130346,Susu Dancow Sachet,Rp 3500,84,Minuman
PRD130347,Le Minerale 600ml,Rp 3.500,2.0,
PRD130348,Susu Frisian Flag Sachet,1500,49,Minuman
PRD130349,Le Minerale 600ml,3500,64,Minuman
PRD130350,Tisu Tessa 250s,17000.00,43,Lainnya
PRD130351,Sabun Nuvo Biru,3500,92,Perawatan Pribadi
PRD130352,Gula Pasir Gulaku 1kg,16000,50,Sembako
PRD130353,,,83,Minuman
PRD130354,Pasta Gigi Pepsodent 190g,12500.00,21,Perawatan Pribadi
PRD130355,Kopi ABC Susu,Rp 1500,64,Minuman
PRD130356,Gula Pasir Gulaku 1kg,Rp 16.000,,
PRD130357,Deterjen Rinso Anti Noda 700g,,58,Pembersih
PRD130358,Shampo Clear Sachet, 1500 ,50,
PRD130359,Pasta Gigi Pepsodent 190g,Rp 12500,50,Perawatan Pribadi
PRD130360,Gula Pasir Gulaku 1kg,16000,63.0,Sembako
PRD130361,Pembalut Charm Cooling Fresh,18000,71,Perawatan Pribadi
PRD130362,Minyak Bimoli 2L,35000,68,Sembako
PRD130363,Korek Api Gas Tokai,3000,94,Lainnya
PRD130364,Deterjen Daia 850g,18500,80,
PRD130365,Korek Api Gas Tokai,3000,74,Lainnya
PRD130366,,Rp 35.000,22,Lainnya
PRD130367,Kopi Nescafe Classic,5000.00,17,Minuman
PRD130368,Kopi Torabika Susu,Rp 1.500,84,Minuman
PRD130369,Pembersih Lantai Super Pell 770ml,Rp 13500,24,Pembersih
PRD130370,Teh Pucuk Harum 350ml,Rp 4000,26,Minuman
PRD130371,Aqua Gelas 240ml,1000.00,42,Minuman
PRD130372,Rokok Marlboro Merah,38000.00,82,Rokok
PRD130373,Shampo Sunsilk Sachet, 1500 ,-67,Perawatan Pribadi
PRD130374,Obat Nyamuk Hit Spray,35000.00,30,Lainnya
PRD130375,Kopi Kapal Api Sachet,1500,93,Minuman
PRD130376,Kecap Bango Pouch 220ml,11000.00,-4,Bumbu
PRD130377,,1000.00,41,Minuman
PRD130378,Pembalut Laurier Relax Night, 20000 ,11,Perawatan Pribadi
PRD130379,Bumbu Racik Indofood Sayur Asem,2500,89,Bumbu
PRD130380,Sabun Mandi Dettol,5000,29,Perawatan Pribadi
PRD130381,Kopi Torabika Susu, 1500 ,85,Minuman
PRD130382,,Rp 14.500,,Bumbu
PRD130383,Aqua Galon,Rp 21.000,,Minuman
PRD130384,Mie Sedap Goreng,2900.00,92,Makanan
PRD130385,Aqua Botol 600ml,Rp 3.500,69,Minuman
PRD130386,Susu Frisian Flag Sachet,Rp 1.500,-83,Minuman
PRD130387,Indomie Kuah Ayam Bawang,Rp 2.800,59,Makanan
PRD130388,Baterai Alkalin AA (2 pcs), 15000 ,96,Lainnya
PRD130389,Indomie Goreng,Rp 3000,78,Makanan
PRD130390,Saus Sambal Indofood 340ml,Rp 14.500,49,Bumbu
PRD130391,Deterjen Attack Jaz1 800g,19000.00,,Pembersih
PRD130392,Sabun Cuci Piring Mama Lemon 400ml,9500,9,Pembersih
PRD130393,Sikat Gigi Formula,Rp 6000,70,Perawatan Pribadi
PRD130394,Obat Nyamuk Hit Spray,Rp 35.000,85,Lainnya
,Fanta Merah 390ml,5000,10,Minuman
PRD130396,Aqua Botol 600ml,Rp 3.500,54,Minuman
PRD130397,Baterai Alkalin AA (2 pcs),Rp 15.000,61,
PRD130398,Sabun Lifebuoy Merah,Rp 4000,61,Perawatan Pribadi
PRD130399,Popok Sweety Bronze Pants L,Rp 48000,92,Perawatan Bayi
PRD130400,Teh Pucuk Harum 350ml,Rp 4000,29,Minuman
PRD130401,Pasta Gigi Ciptadent 190g,Rp 10.000,76,
PRD130402,Shampo Sunsilk Sachet,Rp 1.500,58,
PRD130403,Rokok Sampoerna Mild, 30000 ,49.0,Rokok
PRD130404,Bumbu Racik Indofood Nasi Goreng, 2500 ,30,Bumbu
PRD130405,Pembalut Charm Cooling Fresh,Rp 18.000,5,Perawatan Pribadi
PRD130406,Teh Celup Sosro,Rp 7000,78,Minuman
PRD130407,Le Minerale 600ml,Rp 3500,85,Minuman
PRD130408,Indomie Kuah Ayam Bawang,Rp 2.800,27,Makanan
PRD130409,Minyak Bimoli 2L,35000.00,17,Sembako
,Aqua Botol 600ml,3500,89,
PRD130411,Indomie Kuah Soto,2800,17,Makanan
PRD130412,Bumbu Racik Indofood Nasi Goreng,Rp 2.500,-35,Bumbu
PRD130413,Garam Refina 250g,3500.00,81,Bumbu
PRD130414,,70000,32.0,Sembako
PRD130415,Aqua Botol 600ml,Rp 3.500,67.0,Minuman
PRD130416,Tisu Tessa 250s,17000,98,Lainnya
PRD130417,Shampo Pantene Sachet,Rp 1.500,85,Perawatan Pribadi
PRD130418,Sprite Botol 390ml,5000,46,Minuman
PRD130419,Sabun Cuci Piring Sunlight 460ml,11000.00,99,Pembersih
PRD130420,Teh Sariwangi Celup,Rp 6.500,89,Minuman
PRD130421,Tisu Tessa 250s, 17000 ,47.0,Lainnya
PRD130422,Gula Pasir Gulaku 1kg, 16000 ,41,Sembako
PRD130423,,30000.00,41,Rokok
PRD130424,Beras Pandan Wangi 5kg,70000,37,Sembako
PRD130425,Beras Ramos 5kg,65000,6,Sembako
PRD130426,Minyak Curah 1L,Rp 16.000,85,Sembako
PRD130427,Kecap Bango Pouch 220ml,Rp 11.000,,Bumbu
