product_id,product_name,price,stock,category
PRD030116,Sabun Nuvo Biru,Rp 3500,-98,Perawatan Pribadi
PRD030117,,7000.00,44,Sembako
PRD030118,Baterai Alkalin AA (2 pcs),,32,Lainnya
PRD030119,Saus Sambal Indofood 340ml,14500,69,Bumbu
PRD030120,Kecap Bango Pouch 220ml, 11000 ,94,Bumbu
PRD030121,Obat Nyamuk Baygon Bakar,,-45,Lainnya
PRD030122,Indomie Goreng,Rp 3.000,18,Makanan
PRD030123,Bumbu Racik Indofood Nasi Goreng,2500.00,90,Bumbu
PRD030124,Deterjen Daia 850g,Rp 18500,67,Pembersih
PRD030125,Pembalut Charm Cooling Fresh, 18000 ,53,Perawatan Pribadi
PRD030126,Kapur Barus Bagus,15000,22,Lainnya
PRD030127,Tepung Terigu Segitiga Biru 1kg,13000,64,Sembako
PRD030128,Shampo Sunsilk Sachet,Rp 1500,49,Perawatan Pribadi
PRD030129,Garam Refina 250g,3500,83,Bumbu
PRD030130,Garam Kapal 250g,3000.00,51,Bumbu
PRD030131,Susu Frisian Flag Sachet,Rp 1.500,32,Minuman
PRD030132,Susu Bear Brand,Rp 10500,1,Minuman
PRD030133,Pembersih Lantai Wipol 750ml,Rp 18.000,39,Pembersih
PRD030134,Pasta Gigi Ciptadent 190g,Rp 10000,69,Perawatan Pribadi
PRD030135,Pembersih Lantai Wipol 750ml,Rp 18.000,69,Pembersih
PRD030136,Indomie Kuah Soto,2800.00,62,Makanan
PRD030137,Teh Pucuk Harum 350ml,Rp 4.000,-99,Minuman
PRD030138,Rokok Djarum Super,22000,82,Rokok
PRD030139,Gula Pasir Gulaku 1kg,Rp 16.000,76,Sembako
PRD030140,Sabun Cuci Piring Sunlight 460ml,11000,21,
PRD030141,Mie Sedap Goreng,Rp 2900,75,Makanan
PRD030142,,Rp 2000,65.0,Minuman
PRD030143,Obat Nyamuk Baygon Bakar,Rp 6.000,76,Lainnya
PRD030144,Deterjen Rinso Anti Noda 700g, 22000 ,74,Pembersih
PRD030145,Rokok Surya 16, 31000 ,14,
PRD030146,Garam Refina 250g,3500.00,78.0,Bumbu
PRD030147,Deterjen Rinso Anti Noda 700g,Rp 22.000,6,Pembersih
PRD030148,Pembersih Lantai Super Pell 770ml,13500,86,Pembersih
PRD030149,Tepung Terigu Segitiga Biru 1kg,Rp 13.000,72,Sembako
PRD030150,Sabun Cuci Piring Sunlight 460ml,11000,7,Pembersih
PRD030151,Le Minerale 600ml,Rp 3500,6,Minuman
PRD030152,Minyak Bimoli 2L,35000,46,Sembako
PRD030153,Indomie Kuah Ayam Bawang,2800,69,Makanan
PRD030154,Pembalut Laurier Relax Night,Rp 20.000,26,Perawatan Pribadi
PRD030155,Minyak Bimoli 2L,Rp 35000,42.0,Sembako
PRD030156,Rokok Gudang Garam Filter,Rp 23000,,Rokok
PRD030157,Shampo Clear Sachet,1500.00,67,Perawatan Pribadi
PRD030158,Susu Bear Brand,Rp 10500,14,Minuman
PRD030159,,Rp 31000,37,Rokok
PRD030160,Sabun Cuci Piring Sunlight 460ml,11000.00,76,Pembersih
PRD030161,Tepung Terigu Segitiga Biru 1kg,13000.00,59,Sembako
PRD030162,,5000.00,74,Minuman
PRD030163,Pembersih Lantai Super Pell 770ml,Rp 13.500,86,Pembersih
PRD030164,Gula Curah 1kg,15000,30,Sembako
PRD030165,Minyak Filma 2L,Rp 34000,-83,Sembako
PRD030166,Garam Refina 250g, 3500 ,66,Bumbu
PRD030167,Le Minerale 600ml,Rp 3.500,28,Minuman
PRD030168,Saus Sambal Indofood 340ml,Rp 14.500,81,Bumbu
PRD030169,Tepung Tapioka Rose Brand 500g,Rp 8.000,98,Sembako
PRD030170,Bumbu Racik Indofood Nasi Goreng,Rp 2500,77,Bumbu
PRD030171,Beras Ramos 5kg,65000,-12,
PRD030172,Deterjen Attack Jaz1 800g,19000,1,Pembersih
PRD030173,Pasta Gigi Ciptadent 190g,10000,-44,Perawatan Pribadi
PRD030174,Sabun Cuci Piring Sunlight 460ml,11000.00,69,Pembersih
PRD030175,Teh Celup Sosro,7000,8,Minuman
PRD030176,Susu Frisian Flag Sachet,Rp 1500,59.0,Minuman
PRD030177,,11000.00,,Bumbu
PRD030178,Pembalut Charm Cooling Fresh,,5,Perawatan Pribadi
PRD030179,Aqua Botol 600ml,3500.00,28,Minuman
PRD030180,Tisu Tessa 250s,17000,42,Lainnya
PRD030181,Minyak Bimoli 2L,35000,5,Sembako
PRD030182,Popok Sweety Bronze Pants L,48000.00,100.0,Perawatan Bayi
PRD030183,Sabun Cuci Piring Sunlight 460ml,11000,46,Pembersih
PRD030184,Kecap Bango Pouch 220ml,Rp 11.000,83,Bumbu
PRD030185,Sabun Lux Mawar,Rp 4500,-8,Perawatan Pribadi
PRD030186,Tisu Tessa 250s,Rp 17000,4,Lainnya
PRD030187,Kopi ABC Susu,1500.00,89,Minuman
PRD030188,Coca Cola Botol 390ml,5000,-72,Minuman
PRD030189,Gula Curah 1kg,,99,Sembako
PRD030190,Tepung Tapioka Rose Brand 500g,8000,84,Sembako
,Sabun Cuci Piring Sunlight 460ml,11000.00,51,Pembersih
PRD030192,Beras Pandan Wangi 5kg,Rp 70000,9,Sembako
PRD030193,Sabun Cuci Piring Mama Lemon 400ml,9500.00,50,
PRD030194,,Rp 6.000,97,Perawatan Pribadi
PRD030195,Saus Sambal Indofood 340ml,14500,78,Bumbu
PRD030196,Mie Sedap Goreng,2900,1,Makanan
PRD030197,Teh Celup Sosro, 7000 ,-81,Minuman
PRD030198,Mie Sedap Goreng,2900,32,Makanan
PRD030199,Sabun Mandi Dettol,,7,Perawatan Pribadi
PRD030200,Sabun Mandi Dettol,5000.00,81,Perawatan Pribadi
PRD030201,Beras Ramos 5kg,65000.00,12,Sembako
PRD030202,Shampo Pantene Sachet,1500.00,,Perawatan Pribadi
PRD030203,Bumbu Racik Indofood Nasi Goreng,2500,82,Bumbu
PRD030204,Kapur Barus Bagus,15000,21,Lainnya
PRD030205,Baterai ABC Sedang (2 pcs),Rp 10000,-56,Lainnya
PRD030206,,,30,Lainnya
PRD030207,Obat Nyamuk Hit Spray,35000.00,54,Lainnya
PRD030208,Tepung Tapioka Rose Brand 500g,Rp 8000,31,Sembako
PRD030209,Shampo Lifebuoy Sachet,1000,57,Perawatan Pribadi
PRD030210,Deterjen Attack Jaz1 800g,19000.00,32,Pembersih
PRD030211,Rokok Marlboro Merah, 38000 ,-34,Rokok
PRD030212,Minyak Filma 2L,34000,26,
PRD030213,Tepung Tapioka Rose Brand 500g,Rp 8.000,51,Sembako
PRD030214,Gula Curah 1kg,15000,54,Sembako
PRD030215,Tisu Paseo 250s,18500,63,Lainnya
PRD030216,Kopi Kapal Api Sachet,1500,,Minuman
PRD030217,Kopi Kapal Api Sachet,1500,73,Minuman
PRD030218,Mie Sedap Goreng,Rp 2.900,19,Makanan
PRD030219,Beras Rojolele 5kg,67000,14,Sembako
PRD030220,,1500.00,69,Minuman
PRD030221,Tepung Terigu Segitiga Biru 1kg,13000.00,19.0,Sembako
PRD030222,Pembalut Laurier Relax Night,Rp 20000,19,Perawatan Pribadi
PRD030223,Le Minerale 600ml,3500.00,61,Minuman
PRD030224,Sprite Botol 390ml,Rp 5.000,73,Minuman
,Pembalut Laurier Relax Night,Rp 20000,29,Perawatan Pribadi
PRD030226,,23000.00,74.0,Rokok
PRD030227,Minyak Sania 2L,34500.00,67,Sembako
PRD030228,Garam Refina 250g,3500,,Bumbu
PRD030229,Teh Pucuk Harum 350ml,,7,Minuman
PRD030230,Sabun Cuci Piring Mama Lemon 400ml,9500,61,Pembersih
PRD030231,Shampo Lifebuoy Sachet,1000,59,Perawatan Pribadi
PRD030232,Pasta Gigi Pepsodent 190g,12500.00,10,Perawatan Pribadi
PRD030233,Popok MamyPoko Pants M,Rp 55000,45,Perawatan Bayi
PRD030234,Bumbu Racik Indofood Nasi Goreng,2500,37,Bumbu
PRD030235,Minyak Filma 2L,34000,34,Sembako
PRD030236,Sabun Lux Mawar,Rp 4.500,10,Perawatan Pribadi
PRD030237,Shampo Sunsilk Sachet,Rp 1500,76,Perawatan Pribadi
PRD030238,Mie Sedap Goreng, 2900 ,62,Makanan
PRD030239,Susu Indomilk Sachet,1500.00,9,Minuman
PRD030240,Margarin Blue Band 200g,9500.00,-77,Sembako
PRD030241,Deterjen Attack Jaz1 800g,Rp 19000,10,Pembersih
PRD030242,Popok Sweety Bronze Pants L,Rp 48000,34,Perawatan Bayi
PRD030243,Beras Pandan Wangi 5kg,70000,18,Sembako
PRD030244,Saus Sambal ABC 340ml,15000,26.0,Bumbu
PRD030245,Garam Kapal 250g,3000,13,Bumbu
,Shampo Pantene Sachet,Rp 1500,53,Perawatan Pribadi
PRD030247,Sabun Mandi Dettol,Rp 5.000,14,Perawatan Pribadi
PRD030248,Minyak Sania 2L,34500.00,100,Sembako
PRD030249,Aqua Galon,,-41,Minuman
PRD030250,Bumbu Racik Indofood Nasi Goreng,Rp 2500,67,
PRD030251,Aqua Galon,21000,55,Minuman
PRD030252,Sabun Nuvo Biru,Rp 3.500,36,Perawatan Pribadi
PRD030253,Minyak Bimoli 2L,35000,5,Sembako
,Tisu Tessa 250s,Rp 17.000,32,Lainnya
PRD030255,Pembalut Laurier Relax Night,Rp 20000,22,Perawatan Pribadi
PRD030256,Kopi Kapal Api Sachet,1500,27,Minuman
PRD030257,Bumbu Racik Indofood Nasi Goreng,Rp 2.500,9,Bumbu
PRD030258,Rokok Sampoerna Mild,Rp 30000,11,Rokok
,Pasta Gigi Pepsodent 190g,12500.00,34,Perawatan Pribadi
PRD030260,,Rp 7000,70,Minuman
PRD030261,Kapur Barus Bagus,15000,18,Lainnya
PRD030262,Beras Ramos 5kg, 65000 ,80,Sembako
PRD030263,Obat Nyamuk Hit Spray,35000,82.0,Lainnya
PRD030264,Tisu Paseo 250s,Rp 18500,-27,Lainnya
PRD030265,Susu Indomilk Sachet,1500,39,Minuman
PRD030266,Susu Indomilk Sachet,1500.00,51,Minuman
PRD030267,Kopi Torabika Susu,1500.00,16.0,Minuman
PRD030268,Tepung Terigu Segitiga Biru 1kg,Rp 13.000,39.0,Sembako
PRD030269,Rokok Gudang Garam Filter,Rp 23000,72,Rokok
PRD030270,Sprite Botol 390ml,Rp 5.000,18,Minuman
PRD030271,Aqua Galon,21000.00,93,Minuman
PRD030272,,Rp 2800,65,Makanan
PRD030273,Rokok Surya 16,31000,,Rokok
PRD030274,Shampo Clear Sachet,Rp 1500,18,Perawatan Pribadi
PRD030275,Sabun Cuci Piring Mama Lemon 400ml,Rp 9500,58,Pembersih
PRD030276,Tisu Paseo 250s,18500.00,6.0,Lainnya
PRD030277,Tisu Paseo 250s,Rp 18500,30,Lainnya
PRD030278,Aqua Gelas 240ml,1000,85.0,Minuman
PRD030279,Gula Curah 1kg,Rp 15.000,5,Sembako
PRD030280,Beras Rojolele 5kg,67000,,Sembako
PRD030281,Pasta Gigi Ciptadent 190g,10000,47,Perawatan Pribadi
PRD030282,Susu Bear Brand,Rp 10500,65,Minuman
PRD030283,Mie Sedap Goreng,2900,16,Makanan
PRD030284,Korek Api Gas Tokai,3000.00,100,Lainnya
PRD030285,Le Minerale 600ml,3500.00,36,Minuman
,Kopi Luwak White Koffie,2000,83,Minuman
PRD030287,Tepung Tapioka Rose Brand 500g,Rp 8000,78,Sembako
PRD030288,Baterai ABC Sedang (2 pcs),Rp 10.000,52,Lainnya
PRD030289,Kopi Torabika Susu,Rp 1.500,17,Minuman
PRD030290,,17000,5,Lainnya
PRD030291,Obat Nyamuk Hit Spray, 35000 ,78,Lainnya
PRD030292,Sabun Nuvo Biru,Rp 3500,16,Perawatan Pribadi
PRD030293,Popok Sweety Bronze Pants L,Rp 48.000,-10,Perawatan Bayi
PRD030294,Popok Sweety Bronze Pants L,48000,34,Perawatan Bayi
PRD030295,Kopi Torabika Susu,Rp 1500,1,Minuman
PRD030296,,Rp 3.000,83,Bumbu
PRD030297,Aqua Botol 600ml,3500,94,Minuman
PRD030298,Deterjen Rinso Anti Noda 700g,22000.00,46,Pembersih
PRD030299,Rokok Sampoerna Mild,Rp 30.000,66,Rokok
,Beras Pandan Wangi 5kg,70000,32.0,Sembako
PRD030301,Sabun Lifebuoy Merah,4000,-96,Perawatan Pribadi
PRD030302,Tepung Beras Rose Brand 500g,7500,,Sembako
PRD030303,Indomie Kuah Soto,Rp 2.800,,Makanan
PRD030304,Susu Dancow Sachet,3500,83,
PRD030305,Teh Celup Sosro,Rp 7000,83,Minuman
PRD030306,Sabun Mandi Dettol,Rp 5.000,93,Perawatan Pribadi
PRD030307,Margarin Forvita 200g, 7000 ,96,Sembako
,Deterjen Rinso Anti Noda 700g,Rp 22.000,25,Pembersih
PRD030309,Popok Sweety Bronze Pants L,48000.00,85,Perawatan Bayi
PRD030310,Tisu Tessa 250s,17000.00,7,Lainnya
PRD030311,Minyak Curah 1L,,67,Sembako
PRD030312,Rokok Marlboro Merah,38000.00,12.0,Rokok
PRD030313,Deterjen Daia 850g,18500,31,
PRD030314,Sabun Lux Mawar,Rp 4500,69,Perawatan Pribadi
PRD030315,Popok Sweety Bronze Pants L,Rp 48.000,85,Perawatan Bayi
PRD030316,Kecap Bango Pouch 220ml, 11000 ,3,Bumbu
PRD030317,Mie Sedap Goreng,2900.00,58.0,
PRD030318,Susu Indomilk Sachet,Rp 1.500,0,Minuman
PRD030319,Minyak Sania 2L,34500,32.0,Sembako
PRD030320,Minyak Curah 1L, 16000 ,11,Sembako
PRD030321,Indomie Kari Ayam,Rp 2800,40.0,Makanan
PRD030322,Garam Refina 250g,,14,Bumbu
PRD030323,Kopi Torabika Susu,1500.00,65,Minuman
PRD030324,Teh Celup Sosro,7000,-35,Minuman
PRD030325,Saus Sambal ABC 340ml,Rp 15000,62,Bumbu
PRD030326,Susu Bear Brand,Rp 10.500,30,
PRD030327,Susu Frisian Flag Sachet,1500,60,Minuman
PRD030328,Le Minerale 600ml,3500.00,97,Minuman
PRD030329,Susu Indomilk Sachet,Rp 1.500,1,Minuman
PRD030330,Tepung Beras Rose Brand 500g,7500,-24,Sembako
PRD030331,Susu Dancow Sachet,3500,,Minuman
PRD030332,Indomie Kuah Soto,2800,83,Makanan
PRD030333,Deterjen Daia 850g,18500.00,,Pembersih
PRD030334,Minyak Filma 2L,Rp 34.000,52,
,Kecap Bango Pouch 220ml,Rp 11.000,100,Bumbu
PRD030336,,22000,89,Pembersih
PRD030337,Le Minerale 600ml,Rp 3.500,67,Minuman
PRD030338,Aqua Galon,Rp 21000,-69,Minuman
PRD030339,Tepung Terigu Segitiga Biru 1kg,Rp 13.000,,Sembako
PRD030340,Susu Frisian Flag Sachet,Rp 1500,21,Minuman
PRD030341,Kopi Nescafe Classic, 5000 ,87,Minuman
PRD030342,Popok Sweety Bronze Pants L, 48000 ,45,Perawatan Bayi
PRD030343,Indomie Kari Ayam,2800.00,69,Makanan
PRD030344,Shampo Sunsilk Sachet,Rp 1.500,27,
PRD030345,Aqua Botol 600ml,Rp 3.500,65,Minuman
PRD030346,Garam Kapal 250g, 3000 ,8,Bumbu
PRD030347,Indomie Kuah Soto, 2800 ,69.0,Makanan
PRD030348,Tisu Tessa 250s,Rp 17.000,44,Lainnya
PRD030349,Tepung Terigu Segitiga Biru 1kg,Rp 13.000,55,Sembako
,Beras Pandan Wangi 5kg,70000,100,Sembako
PRD030351,Beras Pandan Wangi 5kg,,44,Sembako
PRD030352,, 5000 ,9,Minuman
PRD030353,Sabun Lux Mawar,4500,76,Perawatan Pribadi
PRD030354,Bumbu Racik Indofood Nasi Goreng,,31,Bumbu
PRD030355,Beras Ramos 5kg,65000.00,60,Sembako
PRD030356,Indomie Kari Ayam,Rp 2.800,26,Makanan
PRD030357,Saus Sambal Indofood 340ml,Rp 14.500,20,Bumbu
PRD030358,Indomie Kari Ayam,Rp 2800,75.0,Makanan
PRD030359,Kopi Luwak White Koffie,Rp 2000,72,Minuman
PRD030360,Rokok Gudang Garam Filter,Rp 23000,99,Rokok
,Sprite Botol 390ml,Rp 5.000,67,Minuman
PRD030362,Sabun Lifebuoy Merah,4000,74,Perawatan Pribadi
PRD030363,Deterjen Rinso Anti Noda 700g, 22000 ,70,Pembersih
PRD030364,Susu Frisian Flag Sachet,1500,94,Minuman
PRD030365,Bumbu Racik Indofood Sayur Asem,2500.00,22,Bumbu
PRD030366,Susu Frisian Flag Sachet,1500.00,13,Minuman
PRD030367,Fanta Merah 390ml,Rp 5000,67.0,Minuman
PRD030368,Popok MamyPoko Pants M,55000,-68,Perawatan Bayi
PRD030369,Baterai ABC Sedang (2 pcs),10000,7,Lainnya
PRD030370,Tepung Beras Rose Brand 500g, 7500 ,-22,Sembako
PRD030371,Pembersih Lantai Super Pell 770ml,13500,23,Pembersih
PRD030372,Korek Api Gas Tokai,Rp 3000,91,Lainnya
PRD030373,Teh Celup Sosro,7000.00,-62,
PRD030374,Kopi Kapal Api Sachet,Rp 1500,91,Minuman
PRD030375,Susu Indomilk Sachet, 1500 ,91,Minuman
PRD030376,Pasta Gigi Ciptadent 190g,10000,87,
PRD030377,Pembersih Lantai Super Pell 770ml,13500.00,8,Pembersih
PRD030378,Tepung Terigu Segitiga Biru 1kg,13000,48,Sembako
PRD030379,Pasta Gigi Ciptadent 190g,,,
PRD030380,Bumbu Racik Indofood Sayur Asem,2500.00,7,Bumbu
PRD030381,Aqua Gelas 240ml,Rp 1000,1,Minuman
PRD030382,Kopi ABC Susu,Rp 1500,87,Minuman
PRD030383,Beras Ramos 5kg,Rp 65000,23,
PRD030384,Shampo Pantene Sachet,1500,4,Perawatan Pribadi
,Pembalut Laurier Relax Night,Rp 20.000,-45,Perawatan Pribadi
PRD030386,,,67,Makanan
PRD030387,,Rp 6.000,94,Lainnya
PRD030388,Shampo Sunsilk Sachet,1500,82,Perawatan Pribadi
PRD030389,Rokok Surya 16,31000,52,Rokok
PRD030390,Le Minerale 600ml,3500.00,,Minuman
PRD030391,Gula Pasir Gulaku 1kg,Rp 16.000,-60,Sembako
PRD030392,Sabun Cuci Piring Mama Lemon 400ml,9500,86,Pembersih
PRD030393,Kopi Luwak White Koffie,2000.00,2,Minuman
PRD030394,,1000,71,Minuman
PRD030395,Sabun Lifebuoy Merah,4000,53.0,Perawatan Pribadi
PRD030396,Pembersih Lantai Super Pell 770ml,,66,Pembersih
PRD030397,Deterjen Rinso Anti Noda 700g,22000.00,26,Pembersih
PRD030398,Garam Kapal 250g, 3000 ,24,Bumbu
PRD030399,Obat Nyamuk Baygon Bakar, 6000 ,13,Lainnya
PRD030400,Beras Rojolele 5kg, 67000 ,95,Sembako
PRD030401,Susu Frisian Flag Sachet,1500.00,55,Minuman
PRD030402,,Rp 5.000,70,Minuman
PRD030403,Baterai Alkalin AA (2 pcs),15000,85,Lainnya
PRD030404,Pembalut Laurier Relax Night,20000.00,87,Perawatan Pribadi
PRD030405,Sabun Nuvo Biru, 3500 ,74,Perawatan Pribadi
PRD030406,Kopi Nescafe Classic,5000,-54,Minuman
PRD030407,Tisu Paseo 250s,18500,88,Lainnya
PRD030408,Sprite Botol 390ml,5000.00,74,
PRD030409,Bumbu Racik Indofood Nasi Goreng,Rp 2500,52,
PRD030410,Indomie Kuah Soto,2800.00,56.0,Makanan
PRD030411,Popok Sweety Bronze Pants L,48000.00,99.0,Perawatan Bayi
PRD030412,Indomie Kari Ayam,2800.00,15,Makanan
PRD030413,Pasta Gigi Pepsodent 190g,12500,16,Perawatan Pribadi
PRD030414,Kecap Bango Pouch 220ml,Rp 11.000,35,Bumbu
PRD030415,Le Minerale 600ml,Rp 3.500,-4,Minuman
PRD030416,Gula Pasir Gulaku 1kg,Rp 16.000,83,Sembako
PRD030417,Kopi Torabika Susu,1500.00,50,Minuman
PRD030418,Kopi Kapal Api Sachet,,16,Minuman
PRD030419,Indomie Kuah Ayam Bawang,2800,39,Makanan
PRD030420,Susu Indomilk Sachet,Rp 1500,55,Minuman
PRD030421,Garam Refina 250g,3500.00,-29,Bumbu
PRD030422,Tepung Beras Rose Brand 500g, 7500 ,,Sembako
PRD030423,Indomie Kuah Ayam Bawang,2800,78,Makanan
PRD030424,Deterjen Daia 850g,18500,39,Pembersih
