tbl_product_id,nama_lengkap_produk,harga_jual_per_unit,jumlah_stok_tersedia,kategori_produk
PRD150076,Tepung Terigu Segitiga Biru 1kg,Rp 13.000,10,Sembako
,Kopi ABC Susu,Rp 1500,87.0,Minuman
PRD150078,Tepung Terigu Segitiga Biru 1kg,Rp 13000,82,Sembako
PRD150079,Shampo Lifebuoy Sachet,1000.00,19,Perawatan Pribadi
,Kopi ABC Susu,1500,71,
PRD150081,Pasta Gigi Pepsodent 190g, 12500 ,1,Perawatan Pribadi
PRD150082,Popok MamyPoko Pants M,Rp 55000,53,Perawatan Bayi
PRD150083,Sabun Lifebuoy Merah,Rp 4.000,83,Perawatan Pribadi
PRD150084,,Rp 2800,,Makanan
PRD150085,Rokok Djarum Super,22000.00,71,Rokok
PRD150086,Indomie Kuah Ayam Bawang,Rp 2800,,Makanan
PRD150087,Minyak Sania 2L,34500,,Sembako
PRD150088,Bumbu Racik Indofood Sayur Asem,2500.00,70,Bumbu
,Kopi ABC Susu, 1500 ,64,Minuman
PRD150090,Shampo Sunsilk Sachet,1500,,Perawatan Pribadi
PRD150091,Gula Curah 1kg,15000.00,50,Sembako
PRD150092,Bumbu Racik Indofood Nasi Goreng, 2500 ,-20,Bumbu
PRD150093,Deterjen Daia 850g,18500,24,Pembersih
PRD150094,Kecap Bango Pouch 220ml,11000.00,72,Bumbu
,Gula Curah 1kg,15000,16.0,Sembako
PRD150096,Obat Nyamuk Hit Spray,35000.00,32,Lainnya
PRD150097,Aqua Galon,Rp 21000,-16,Minuman
PRD150098,Indomie Goreng,3000.00,49,Makanan
PRD150099,Rokok Sampoerna Mild,30000,81,Rokok
PRD150100,Baterai ABC Sedang (2 pcs),Rp 10.000,30,Lainnya
PRD150101,Margarin Blue Band 200g,9500.00,10,Sembako
PRD150102,Susu Indomilk Sachet,1500,16,Minuman
PRD150103,Pasta Gigi Ciptadent 190g,Rp 10000,85,Perawatan Pribadi
PRD150104,Baterai Alkalin AA (2 pcs),15000,24,Lainnya
PRD150105,Deterjen Daia 850g,18500,26,Pembersih
PRD150106,Popok MamyPoko Pants M,Rp 55000,67,Perawatan Bayi
PRD150107,Kecap Bango Pouch 220ml, 11000 ,61,Bumbu
PRD150108,Kopi Nescafe Classic,5000.00,8,Minuman
PRD150109,Pembalut Laurier Relax Night,20000,58,Perawatan Pribadi
PRD150110,Minyak Bimoli 2L,35000.00,73,Sembako
PRD150111,Shampo Lifebuoy Sachet,1000.00,61,Perawatan Pribadi
,Pasta Gigi Ciptadent 190g,Rp 10.000,93,Perawatan Pribadi
PRD150113,,Rp 18000,13,Perawatan Pribadi
PRD150114,Sabun Lifebuoy Merah,4000,67,Perawatan Pribadi
PRD150115,,,24.0,Minuman
PRD150116,Kopi Nescafe Classic,Rp 5.000,82,Minuman
PRD150117,Pembersih Lantai Super Pell 770ml,13500,-17,Pembersih
PRD150118,Kopi Nescafe Classic,Rp 5000,72,Minuman
PRD150119,Baterai Alkalin AA (2 pcs),Rp 15000,19,Lainnya
PRD150120,Kecap Bango Pouch 220ml, 11000 ,87,Bumbu
PRD150121,Teh Celup Sosro,Rp 7.000,25,Minuman
PRD150122,Deterjen Rinso Anti Noda 700g,Rp 22000,58,Pembersih
PRD150123,Shampo Pantene Sachet,Rp 1.500,87,Perawatan Pribadi
PRD150124,Deterjen Rinso Anti Noda 700g,22000,-46,Pembersih
PRD150125,Coca Cola Botol 390ml,Rp 5000,51,Minuman
PRD150126,Gula Pasir Gulaku 1kg,Rp 16000,87,Sembako
,Tepung Tapioka Rose Brand 500g,Rp 8.000,71.0,
PRD150128,Deterjen Attack Jaz1 800g,19000,93,Pembersih
PRD150129,Tisu Tessa 250s, 17000 ,74,
PRD150130,Teh Celup Sosro,7000.00,7,Minuman
PRD150131,Aqua Botol 600ml,3500.00,29,
PRD150132,Susu Indomilk Sachet,Rp 1.500,75,Minuman
PRD150133,Popok MamyPoko Pants M,Rp 55.000,63,Perawatan Bayi
PRD150134,Minyak Curah 1L,Rp 16.000,84,Sembako
PRD150135,Susu Indomilk Sachet,Rp 1.500,31,Minuman
PRD150136,Le Minerale 600ml,Rp 3.500,66,Minuman
PRD150137,Tepung Terigu Segitiga Biru 1kg,13000,78,Sembako
PRD150138,Garam Refina 250g, 3500 ,2,Bumbu
PRD150139,Aqua Gelas 240ml,1000,31,Minuman
PRD150140,Kecap ABC Pouch 220ml,9500,38,Bumbu
PRD150141,Le Minerale 600ml,3500,8,Minuman
PRD150142,Fanta Merah 390ml,5000.00,17,Minuman
PRD150143,Gula Curah 1kg,15000.00,90,Sembako
PRD150144,Pembersih Lantai Super Pell 770ml,Rp 13500,86,Pembersih
PRD150145,Tepung Beras Rose Brand 500g,Rp 7.500,75,Sembako
PRD150146,Garam Refina 250g,3500,-70,Bumbu
PRD150147,Pembersih Lantai Wipol 750ml,18000,86,Pembersih
PRD150148,Shampo Pantene Sachet,Rp 1.500,61,Perawatan Pribadi
PRD150149,Garam Refina 250g,3500,29,Bumbu
PRD150150,Pembersih Lantai Wipol 750ml,Rp 18000,61,Pembersih
PRD150151,Sabun Nuvo Biru, 3500 ,23,
PRD150152,Kopi Nescafe Classic,,99.0,Minuman
PRD150153,Tepung Beras Rose Brand 500g,7500.00,,Sembako
PRD150154,,7000,69,Minuman
PRD150155,Tepung Tapioka Rose Brand 500g,8000.00,67,Sembako
PRD150156,Deterjen Rinso Anti Noda 700g,Rp 22.000,63,Pembersih
PRD150157,Gula Pasir Gulaku 1kg,16000,100,
PRD150158,Sabun Mandi Dettol,Rp 5000,-81,
PRD150159,Beras Rojolele 5kg,Rp 67.000,82.0,Sembako
PRD150160,,1000,7.0,Perawatan Pribadi
PRD150161,Susu Bear Brand,Rp 10500,,Minuman
PRD150162,,Rp 19000,34,Pembersih
PRD150163,Gula Pasir Gulaku 1kg,16000.00,0,Sembako
PRD150164,Tepung Terigu Segitiga Biru 1kg, 13000 ,45,Sembako
PRD150165,Indomie Kari Ayam,Rp 2.800,42,Makanan
PRD150166,Popok Sweety Bronze Pants L,48000,36,Perawatan Bayi
PRD150167,Saus Sambal ABC 340ml,Rp 15000,40,Bumbu
PRD150168,Tepung Beras Rose Brand 500g,Rp 7500,35,Sembako
PRD150169,Deterjen Rinso Anti Noda 700g,Rp 22000,58,Pembersih
PRD150170,Teh Pucuk Harum 350ml,4000,93,Minuman
PRD150171,Kopi ABC Susu,1500.00,74,Minuman
PRD150172,Kopi Kapal Api Sachet,1500,79,
PRD150173,,Rp 18.500,51,Lainnya
PRD150174,Kecap ABC Pouch 220ml, 9500 ,9,Bumbu
PRD150175,Minyak Sania 2L,34500,-80,Sembako
PRD150176,Sabun Cuci Piring Sunlight 460ml,11000.00,100,Pembersih
,Pembalut Laurier Relax Night,Rp 20.000,18,Perawatan Pribadi
PRD150178,Coca Cola Botol 390ml,Rp 5000,97.0,Minuman
PRD150179,Obat Nyamuk Baygon Bakar,6000,66,Lainnya
PRD150180,Tepung Tapioka Rose Brand 500g,8000,58,Sembako
PRD150181,Sabun Nuvo Biru,3500,-59,Perawatan Pribadi
PRD150182,Deterjen Rinso Anti Noda 700g,22000,26.0,Pembersih
PRD150183,Aqua Galon,Rp 21000,32,Minuman
PRD150184,Aqua Botol 600ml,Rp 3.500,76,
PRD150185,Sikat Gigi Formula,6000.00,0,Perawatan Pribadi
PRD150186,Sprite Botol 390ml, 5000 ,-21,Minuman
PRD150187,Teh Sariwangi Celup,Rp 6.500,45,Minuman
PRD150188,Kopi Nescafe Classic,Rp 5000,33,Minuman
PRD150189,Deterjen Rinso Anti Noda 700g,Rp 22000,41.0,Pembersih
PRD150190,Teh Pucuk Harum 350ml,Rp 4000,64,Minuman
PRD150191,Susu Bear Brand,Rp 10.500,76,Minuman
PRD150192,Minyak Filma 2L,Rp 34.000,31,Sembako
PRD150193,Minyak Curah 1L, 16000 ,41,Sembako
PRD150194,Tepung Beras Rose Brand 500g,Rp 7.500,2,Sembako
PRD150195,Beras Ramos 5kg,65000.00,39,Sembako
PRD150196,Rokok Surya 16,31000,0,Rokok
PRD150197,Rokok Sampoerna Mild,30000,-70,Rokok
PRD150198,Minyak Filma 2L,,13,Sembako
PRD150199,Kopi Luwak White Koffie,2000,-39,Minuman
PRD150200,Shampo Clear Sachet,1500.00,6,Perawatan Pribadi
PRD150201,Sabun Mandi Dettol,,40,Perawatan Pribadi
PRD150202,Teh Pucuk Harum 350ml,4000,67,Minuman
PRD150203,Rokok Djarum Super,Rp 22000,-34,Rokok
PRD150204,,5000,67.0,Minuman
PRD150205,Gula Pasir Gulaku 1kg,16000,83,Sembako
PRD150206,Korek Api Gas Tokai,3000.00,12,Lainnya
PRD150207,Indomie Goreng,3000,,Makanan
PRD150208,Popok MamyPoko Pants M,Rp 55.000,36,Perawatan Bayi
PRD150209,Korek Api Gas Tokai,3000,76,Lainnya
PRD150210,Rokok Marlboro Merah,Rp 38.000,,Rokok
PRD150211,Pasta Gigi Ciptadent 190g,Rp 10000,90,Perawatan Pribadi
PRD150212,Indomie Kuah Ayam Bawang, 2800 ,-22,Makanan
PRD150213,Kapur Barus Bagus,15000.00,11,Lainnya
PRD150214,Korek Api Gas Tokai,Rp 3.000,77,
PRD150215,,1500.00,88,Minuman
PRD150216,Margarin Forvita 200g,7000.00,-87,Sembako
PRD150217,Obat Nyamuk Baygon Bakar,Rp 6.000,78,Lainnya
PRD150218,Teh Sariwangi Celup,Rp 6.500,-100,Minuman
PRD150219,Deterjen Attack Jaz1 800g,19000,45,Pembersih
PRD150220,Aqua Galon, 21000 ,83,Minuman
,Tisu Paseo 250s,18500,46,Lainnya
PRD150222,Sabun Cuci Piring Mama Lemon 400ml,9500.00,2,Pembersih
PRD150223,Sabun Nuvo Biru,3500,50,Perawatan Pribadi
PRD150224,Baterai ABC Sedang (2 pcs),Rp 10000,97,Lainnya
PRD150225,Sprite Botol 390ml,Rp 5.000,,Minuman
PRD150226,Sprite Botol 390ml,5000,6,Minuman
,Indomie Kuah Soto,2800.00,9,Makanan
PRD150228,Aqua Gelas 240ml,1000.00,11.0,Minuman
PRD150229,Obat Nyamuk Baygon Bakar,6000,3,Lainnya
PRD150230,Obat Nyamuk Baygon Bakar,Rp 6000,39,Lainnya
PRD150231,Tepung Terigu Segitiga Biru 1kg,Rp 13000,55,Sembako
PRD150232,Coca Cola Botol 390ml,5000,79,Minuman
PRD150233,Susu Frisian Flag Sachet, 1500 ,89,
PRD150234,Minyak Filma 2L,Rp 34.000,70,Sembako
PRD150235,Rokok Djarum Super,22000.00,71,Rokok
PRD150236,,Rp 15000,34,Lainnya
PRD150237,Beras Rojolele 5kg, 67000 ,27.0,Sembako
PRD150238,Deterjen Rinso Anti Noda 700g,22000.00,40,Pembersih
PRD150239,Obat Nyamuk Baygon Bakar,Rp 6000,72,Lainnya
PRD150240,Aqua Gelas 240ml,Rp 1.000,98,Minuman
PRD150241,Teh Celup Sosro,Rp 7000,,
PRD150242,Saus Sambal ABC 340ml,Rp 15000,15,Bumbu
PRD150243,Aqua Gelas 240ml,Rp 1000,87,Minuman
PRD150244,Kecap ABC Pouch 220ml,9500.00,26,Bumbu
PRD150245,Saus Sambal Indofood 340ml, 14500 ,52,Bumbu
PRD150246,Sabun Cuci Piring Sunlight 460ml,Rp 11.000,46,Pembersih
PRD150247,Shampo Clear Sachet,1500.00,30.0,Perawatan Pribadi
PRD150248,Bumbu Racik Indofood Sayur Asem,Rp 2500,5,Bumbu
,Le Minerale 600ml,3500.00,93,Minuman
PRD150250,Rokok Marlboro Merah,38000.00,93.0,Rokok
,Gula Pasir Gulaku 1kg,16000,8,Sembako
PRD150252,Teh Pucuk Harum 350ml,,90.0,Minuman
PRD150253,Popok MamyPoko Pants M,55000,47,Perawatan Bayi
PRD150254,Sabun Cuci Piring Sunlight 460ml,Rp 11.000,42,Pembersih
PRD150255,Tisu Paseo 250s,Rp 18500,-43,Lainnya
PRD150256,Minyak Sania 2L,Rp 34.500,15,Sembako
PRD150257,Minyak Sania 2L,Rp 34.500,21,Sembako
,,Rp 55.000,1,Perawatan Bayi
PRD150259,Tisu Paseo 250s, 18500 ,-99,Lainnya
PRD150260,Kecap Bango Pouch 220ml,Rp 11000,91,
,Beras Rojolele 5kg,67000.00,24.0,Sembako
PRD150262,Sabun Nuvo Biru,,87,Perawatan Pribadi
PRD150263,Gula Pasir Gulaku 1kg,Rp 16.000,81,Sembako
,Garam Kapal 250g,3000,35.0,Bumbu
PRD150265,Minyak Curah 1L,16000,71,Sembako
PRD150266,Rokok Marlboro Merah,38000,12,Rokok
PRD150267,Tepung Beras Rose Brand 500g,7500,39,Sembako
PRD150268,Indomie Kuah Soto,2800,56,Makanan
PRD150269,Kecap Bango Pouch 220ml,Rp 11000,72.0,Bumbu
PRD150270,Sprite Botol 390ml,5000.00,92,Minuman
PRD150271,Kopi Nescafe Classic,5000.00,-48,Minuman
PRD150272,Indomie Kari Ayam,Rp 2.800,11,Makanan
PRD150273,Kopi Luwak White Koffie,Rp 2.000,-49,Minuman
PRD150274,Aqua Galon,Rp 21.000,76,Minuman
PRD150275,Minyak Sania 2L,34500,97.0,Sembako
PRD150276,Aqua Gelas 240ml,1000.00,63.0,Minuman
PRD150277,Beras Pandan Wangi 5kg,Rp 70000,50,Sembako
PRD150278,Fanta Merah 390ml,5000,95,Minuman
PRD150279,Korek Api Gas Tokai,3000.00,73,Lainnya
PRD150280,Rokok Sampoerna Mild,30000,47,Rokok
PRD150281,Shampo Sunsilk Sachet,,85,Perawatan Pribadi
PRD150282,Fanta Merah 390ml,5000.00,34.0,Minuman
PRD150283,Beras Pandan Wangi 5kg,Rp 70000,45,Sembako
PRD150284,Susu Dancow Sachet,3500.00,37,
PRD150285,Beras Ramos 5kg,65000,21,Sembako
PRD150286,Beras Ramos 5kg,Rp 65.000,82,Sembako
PRD150287,Kopi Torabika Susu,1500,85,Minuman
PRD150288,Tisu Tessa 250s, 17000 ,31,Lainnya
PRD150289,Aqua Galon,21000.00,51,Minuman
PRD150290,Le Minerale 600ml,3500.00,59,
PRD150291,Aqua Galon,21000.00,68,Minuman
PRD150292,Baterai ABC Sedang (2 pcs),10000.00,44,Lainnya
PRD150293,Deterjen Daia 850g,18500,,Pembersih
,Susu Dancow Sachet,3500,96,Minuman
PRD150295,Pembersih Lantai Super Pell 770ml,Rp 13.500,25,Pembersih
PRD150296,Tepung Terigu Segitiga Biru 1kg, 13000 ,61,Sembako
PRD150297,Minyak Filma 2L,34000,99,Sembako
PRD150298,Rokok Surya 16, 31000 ,-88,Rokok
PRD150299,Sabun Cuci Piring Mama Lemon 400ml,Rp 9.500,62,Pembersih
PRD150300,,19000,1,Pembersih
PRD150301,Susu Dancow Sachet,Rp 3500,,Minuman
PRD150302,Pasta Gigi Pepsodent 190g,Rp 12.500,31,Perawatan Pribadi
PRD150303,Bumbu Racik Indofood Nasi Goreng,Rp 2.500,-85,Bumbu
PRD150304,Pasta Gigi Pepsodent 190g,12500,85,Perawatan Pribadi
,Kopi Nescafe Classic,5000.00,62,
PRD150306,Pembersih Lantai Wipol 750ml,Rp 18000,3,Pembersih
PRD150307,Pasta Gigi Pepsodent 190g,Rp 12500,25,Perawatan Pribadi
PRD150308,Pembalut Charm Cooling Fresh,18000,27,Perawatan Pribadi
PRD150309,Bumbu Racik Indofood Sayur Asem,Rp 2500,48,Bumbu
PRD150310,Susu Dancow Sachet,,35.0,Minuman
PRD150311,Aqua Botol 600ml,Rp 3.500,70,Minuman
PRD150312,Kopi Torabika Susu,1500,28,Minuman
PRD150313,Kopi Torabika Susu,1500,22,Minuman
PRD150314,Shampo Pantene Sachet,Rp 1.500,77,Perawatan Pribadi
PRD150315,Tisu Tessa 250s,17000,62,Lainnya
,Aqua Gelas 240ml,Rp 1000,9,Minuman
PRD150317,Obat Nyamuk Baygon Bakar,6000,-77,Lainnya
PRD150318,Le Minerale 600ml, 3500 ,80,Minuman
PRD150319,,Rp 1500,19,Minuman
PRD150320,Sprite Botol 390ml,5000,-64,Minuman
,Kapur Barus Bagus,15000,38,Lainnya
PRD150322,Pasta Gigi Ciptadent 190g,10000,51,Perawatan Pribadi
PRD150323,Rokok Gudang Garam Filter,23000,35,Rokok
PRD150324,Margarin Blue Band 200g,9500,47.0,Sembako
PRD150325,Shampo Sunsilk Sachet,Rp 1.500,56,Perawatan Pribadi
PRD150326,Kopi ABC Susu,Rp 1.500,61,Minuman
PRD150327,Shampo Clear Sachet,1500.00,81,Perawatan Pribadi
PRD150328,Baterai ABC Sedang (2 pcs),Rp 10000,33,Lainnya
PRD150329,Korek Api Gas Tokai,,66.0,Lainnya
PRD150330,Pembersih Lantai Super Pell 770ml,13500.00,91,Pembersih
PRD150331,,22000,10,Rokok
PRD150332,Deterjen Attack Jaz1 800g, 19000 ,-3,Pembersih
PRD150333,Popok MamyPoko Pants M,55000,76,Perawatan Bayi
PRD150334,Teh Pucuk Harum 350ml,Rp 4.000,1,Minuman
PRD150335,Deterjen Attack Jaz1 800g,,50,Pembersih
PRD150336,Susu Indomilk Sachet,1500,0,Minuman
PRD150337,Indomie Kuah Soto,2800,12,Makanan
PRD150338,Sabun Nuvo Biru,Rp 3.500,26,Perawatan Pribadi
PRD150339,Sikat Gigi Formula,6000,76,Perawatan Pribadi
PRD150340,Obat Nyamuk Baygon Bakar,6000.00,23,Lainnya
PRD150341,Obat Nyamuk Baygon Bakar,6000,-89,Lainnya
PRD150342,Garam Refina 250g,Rp 3.500,97,Bumbu
PRD150343,Sabun Cuci Piring Sunlight 460ml,11000.00,45,Pembersih
PRD150344,Aqua Botol 600ml,Rp 3.500,97,Minuman
PRD150345,Teh Celup Sosro, 7000 ,47,Minuman
PRD150346,Kapur Barus Bagus, 15000 ,7,Lainnya
PRD150347,Tepung Beras Rose Brand 500g, 7500 ,,Sembako
PRD150348,,Rp 1500,53,Minuman
PRD150349,Minyak Bimoli 2L,,100,Sembako
PRD150350,Tisu Paseo 250s,18500.00,74.0,Lainnya
PRD150351,Kecap Bango Pouch 220ml,Rp 11000,97,Bumbu
PRD150352,Margarin Blue Band 200g,9500,57,Sembako
,Minyak Sania 2L,34500,77,Sembako
PRD150354,Kapur Barus Bagus,15000.00,42,Lainnya
PRD150355,Bumbu Racik Indofood Nasi Goreng,Rp 2.500,85,Bumbu
PRD150356,Sabun Lux Mawar,4500.00,75.0,Perawatan Pribadi
PRD150357,Shampo Sunsilk Sachet,Rp 1500,10,Perawatan Pribadi
PRD150358,Beras Ramos 5kg,65000,13,Sembako
PRD150359,Sikat Gigi Formula,6000.00,39,Perawatan Pribadi
PRD150360,Garam Kapal 250g,3000,71,Bumbu
PRD150361,Susu Bear Brand,10500.00,,Minuman
PRD150362,Garam Kapal 250g,Rp 3.000,,Bumbu
PRD150363,Shampo Lifebuoy Sachet,1000,18,Perawatan Pribadi
PRD150364,Gula Pasir Gulaku 1kg,Rp 16.000,0,Sembako
PRD150365,Beras Ramos 5kg,,65,Sembako
PRD150366,Margarin Forvita 200g,Rp 7.000,-50,Sembako
PRD150367,,13000,79,Sembako
PRD150368,Garam Refina 250g,Rp 3.500,63.0,Bumbu
PRD150369,Rokok Djarum Super,Rp 22000,23,Rokok
PRD150370,Kapur Barus Bagus,Rp 15000,74,Lainnya
,Deterjen Daia 850g,,27,Pembersih
PRD150372,Pembalut Charm Cooling Fresh,18000.00,31,Perawatan Pribadi
PRD150373,Garam Refina 250g,Rp 3.500,,Bumbu
PRD150374,Indomie Goreng,3000,-43,Makanan
PRD150375,Pasta Gigi Ciptadent 190g,10000.00,34,Perawatan Pribadi
PRD150376,Susu Bear Brand,10500,63,Minuman
,Shampo Sunsilk Sachet,Rp 1.500,22.0,Perawatan Pribadi
PRD150378,Rokok Djarum Super,22000.00,79.0,Rokok
PRD150379,Rokok Marlboro Merah,38000,68,Rokok
PRD150380,Kopi Luwak White Koffie,2000,71,Minuman
PRD150381,Margarin Forvita 200g,,47,Sembako
PRD150382,Saus Sambal ABC 340ml,15000,94,Bumbu
PRD150383,Kopi ABC Susu,Rp 1.500,51,Minuman
PRD150384,Sabun Lifebuoy Merah,,24,Perawatan Pribadi
PRD150385,Sikat Gigi Formula,Rp 6.000,,Perawatan Pribadi
PRD150386,Baterai Alkalin AA (2 pcs),15000,71,Lainnya
PRD150387,Susu Indomilk Sachet,Rp 1500,95,Minuman
PRD150388,Gula Curah 1kg,15000.00,69,Sembako
PRD150389,Kopi Torabika Susu,1500.00,46,
PRD150390,,Rp 5.000,27,Minuman
PRD150391,Kopi Torabika Susu,1500,38,Minuman
PRD150392,Le Minerale 600ml,Rp 3.500,2,Minuman
PRD150393,Obat Nyamuk Baygon Bakar,6000.00,97,Lainnya
PRD150394,Coca Cola Botol 390ml,Rp 5000,82,Minuman
PRD150395,Bumbu Racik Indofood Sayur Asem,2500.00,19.0,Bumbu
PRD150396,Rokok Sampoerna Mild,30000.00,10,Rokok
PRD150397,Kopi Nescafe Classic,Rp 5000,15,Minuman
PRD150398,Rokok Gudang Garam Filter,Rp 23000,56,Rokok
PRD150399,Fanta Merah 390ml,5000,88,Minuman
PRD150400,Pembalut Charm Cooling Fresh,Rp 18.000,67,Perawatan Pribadi
PRD150401,Obat Nyamuk Hit Spray,35000.00,81,Lainnya
PRD150402,Margarin Forvita 200g,Rp 7.000,,Sembako
PRD150403,Indomie Kari Ayam,Rp 2800,98,Makanan
PRD150404,Rokok Sampoerna Mild,30000.00,-4,Rokok
PRD150405,Korek Api Gas Tokai,3000.00,-56,Lainnya
PRD150406,Kecap ABC Pouch 220ml,9500.00,33,Bumbu
PRD150407,Baterai Alkalin AA (2 pcs),Rp 15.000,-30,Lainnya
PRD150408,Baterai ABC Sedang (2 pcs),Rp 10.000,16,Lainnya
PRD150409,Pasta Gigi Pepsodent 190g,12500,,Perawatan Pribadi
PRD150410,Garam Kapal 250g,3000.00,23,Bumbu
PRD150411,Shampo Sunsilk Sachet,Rp 1500,-71,Perawatan Pribadi
PRD150412,Rokok Surya 16,31000,46,Rokok
PRD150413,Sabun Lifebuoy Merah,4000,67,Perawatan Pribadi
PRD150414,Garam Refina 250g,Rp 3500,-43,Bumbu
PRD150415,Gula Curah 1kg, 15000 ,19,Sembako
PRD150416,Tepung Beras Rose Brand 500g,Rp 7.500,4,Sembako
PRD150417,Teh Pucuk Harum 350ml,4000,29,Minuman
PRD150418,Tepung Tapioka Rose Brand 500g,8000.00,81,Sembako
PRD150419,Sabun Nuvo Biru, 3500 ,-56,Perawatan Pribadi
PRD150420,Minyak Filma 2L,34000,12,Sembako
PRD150421,Minyak Filma 2L,Rp 34000,30,Sembako
PRD150422,Garam Kapal 250g,3000,93.0,Bumbu
PRD150423,Pembersih Lantai Super Pell 770ml,13500,10,Pembersih
PRD150424,Teh Pucuk Harum 350ml,Rp 4000,12,Minuman
PRD150425,Obat Nyamuk Baygon Bakar,Rp 6000,-50,Lainnya
